route_id,date,origin,destination,distance_km,avg_fare,currency,pax_boarded,load_factor,revenue,refunds_issued,is_govt_capped,cap_fare_limit,season_tag,cap_applied_flag
COK-IXB,2025-11-15,COK,IXB,2570,18145.76,INR,150,0.81,2721864.0,0,0,,NORMAL,False
BLR-GAU,2025-11-15,BLR,GAU,2124,15989.84,INR,116,0.62,1854821.44,0,0,,NORMAL,False
IXC-PNQ,2025-11-15,IXC,PNQ,520,6000.14,INR,112,0.6,672015.68,0,0,,NORMAL,False
IXB-HYD,2025-11-15,IXB,HYD,871,7117.29,INR,154,0.83,1096062.66,0,0,,NORMAL,False
CCU-PAT,2025-11-15,CCU,PAT,2739,18131.65,INR,147,0.79,2665352.55,0,0,,NORMAL,False
LKO-BHO,2025-11-15,LKO,BHO,2541,14981.7,INR,151,0.81,2262236.7,0,0,,NORMAL,False
IXB-CCU,2025-11-15,IXB,CCU,1660,10600.84,INR,102,0.55,1081285.68,0,0,,NORMAL,False
PNQ-IXC,2025-11-15,PNQ,IXC,2319,15868.88,INR,175,0.94,2777054.0,0,0,,NORMAL,False
IXB-BLR,2025-11-15,IXB,BLR,935,7395.23,INR,99,0.53,732127.77,0,0,,NORMAL,False
IXB-LKO,2025-11-15,IXB,LKO,2117,14222.45,INR,165,0.89,2346704.25,0,0,,NORMAL,False
PAT-IXB,2025-11-15,PAT,IXB,1464,11739.91,INR,137,0.74,1608367.67,0,0,,NORMAL,False
BHO-PAT,2025-11-15,BHO,PAT,2411,13922.32,INR,158,0.85,2199726.56,0,0,,NORMAL,False
CCU-BOM,2025-11-15,CCU,BOM,418,5653.7,INR,142,0.76,802825.4,0,0,,NORMAL,False
SXR-IXB,2025-11-15,SXR,IXB,852,6898.54,INR,143,0.77,986491.22,0,0,,NORMAL,False
BOM-LKO,2025-11-15,BOM,LKO,1657,13518.96,INR,156,0.84,2108957.76,0,0,,NORMAL,False
JAI-CCU,2025-11-15,JAI,CCU,1151,8639.75,INR,154,0.83,1330521.5,0,0,,NORMAL,False
AMD-BOM,2025-11-15,AMD,BOM,582,6170.97,INR,85,0.46,524532.45,0,0,,NORMAL,False
GOI-VNS,2025-11-15,GOI,VNS,404,5719.24,INR,96,0.52,549047.04,0,0,,NORMAL,False
GOI-AMD,2025-11-15,GOI,AMD,1626,12475.35,INR,185,0.99,2307939.75,0,0,,NORMAL,False
VNS-CCU,2025-11-15,VNS,CCU,650,6885.06,INR,89,0.48,612770.34,0,0,,NORMAL,False
BOM-JAI,2025-11-15,BOM,JAI,630,7067.7,INR,147,0.79,1038951.9,0,0,,NORMAL,False
COK-PAT,2025-11-15,COK,PAT,558,5677.73,INR,135,0.73,766493.55,0,0,,NORMAL,False
BHO-VNS,2025-11-15,BHO,VNS,682,6977.87,INR,104,0.56,725698.48,0,0,,NORMAL,False
COK-LKO,2025-11-15,COK,LKO,1591,11446.17,INR,128,0.69,1465109.76,0,0,,NORMAL,False
LKO-PAT,2025-11-15,LKO,PAT,1360,10797.76,INR,174,0.94,1878810.24,0,0,,NORMAL,False
GOI-DEL,2025-11-15,GOI,DEL,426,5510.42,INR,115,0.62,633698.3,0,0,,NORMAL,False
ATQ-CCU,2025-11-15,ATQ,CCU,1032,7777.9,INR,162,0.87,1260019.8,0,0,,NORMAL,False
GOI-ATQ,2025-11-15,GOI,ATQ,1665,13155.46,INR,136,0.73,1789142.56,0,0,,NORMAL,False
DEL-PAT,2025-11-15,DEL,PAT,1533,12284.23,INR,122,0.66,1498676.06,0,0,,NORMAL,False
BHO-COK,2025-11-15,BHO,COK,317,4376.68,INR,175,0.94,765919.0,0,0,,NORMAL,False
LKO-CCU,2025-11-15,LKO,CCU,1383,10743.65,INR,139,0.75,1493367.35,0,0,,NORMAL,False
LKO-MAA,2025-11-15,LKO,MAA,1062,8861.26,INR,133,0.72,1178547.58,0,0,,NORMAL,False
GAU-JAI,2025-11-15,GAU,JAI,1238,9801.95,INR,109,0.59,1068412.55,0,0,,NORMAL,False
COK-GOI,2025-11-15,COK,GOI,1671,10936.44,INR,176,0.95,1924813.44,0,0,,NORMAL,False
PNQ-BHO,2025-11-15,PNQ,BHO,815,6890.29,INR,123,0.66,847505.67,0,0,,NORMAL,False
HYD-BLR,2025-11-15,HYD,BLR,2355,15916.37,INR,90,0.48,1432473.3,0,0,,NORMAL,False
MAA-PAT,2025-11-15,MAA,PAT,1899,14651.23,INR,82,0.44,1201400.86,0,0,,NORMAL,False
AMD-CCU,2025-11-15,AMD,CCU,2705,15672.86,INR,160,0.86,2507657.6,0,0,,NORMAL,False
AMD-GAU,2025-11-15,AMD,GAU,904,6893.22,INR,144,0.77,992623.68,0,0,,NORMAL,False
ATQ-DEL,2025-11-15,ATQ,DEL,2763,19185.44,INR,101,0.54,1937729.44,0,0,,NORMAL,False
LKO-BLR,2025-11-15,LKO,BLR,2234,14591.15,INR,85,0.46,1240247.75,0,0,,NORMAL,False
GOI-PNQ,2025-11-15,GOI,PNQ,1361,10262.73,INR,84,0.45,862069.32,0,0,,NORMAL,False
MAA-CCU,2025-11-16,MAA,CCU,970,8060.55,INR,175,0.94,1410596.25,0,0,,NORMAL,False
COK-GOI,2025-11-16,COK,GOI,1417,9903.98,INR,124,0.67,1228093.52,0,0,,NORMAL,False
BLR-IXB,2025-11-16,BLR,IXB,2530,14258.58,INR,139,0.75,1981942.62,0,0,,NORMAL,False
IXB-AMD,2025-11-16,IXB,AMD,2064,12092.68,INR,118,0.63,1426936.24,0,0,,NORMAL,False
PAT-GOI,2025-11-16,PAT,GOI,1284,10809.93,INR,93,0.5,1005323.49,0,0,,NORMAL,False
PAT-BLR,2025-11-16,PAT,BLR,1714,10951.14,INR,133,0.72,1456501.62,0,0,,NORMAL,False
IXB-COK,2025-11-16,IXB,COK,1162,10108.86,INR,167,0.9,1688179.62,0,0,,NORMAL,False
VNS-ATQ,2025-11-16,VNS,ATQ,1659,12725.7,INR,140,0.75,1781598.0,0,0,,NORMAL,False
JAI-VNS,2025-11-16,JAI,VNS,2753,16794.68,INR,160,0.86,2687148.8,0,0,,NORMAL,False
MAA-BOM,2025-11-16,MAA,BOM,2463,17382.0,INR,126,0.68,2190132.0,0,0,,NORMAL,False
SXR-COK,2025-11-16,SXR,COK,1720,11970.49,INR,160,0.86,1915278.4,0,0,,NORMAL,False
IXB-HYD,2025-11-16,IXB,HYD,2440,15213.07,INR,83,0.45,1262684.81,0,0,,NORMAL,False
IXB-DEL,2025-11-16,IXB,DEL,559,7070.8,INR,145,0.78,1025266.0,0,0,,NORMAL,False
BOM-MAA,2025-11-16,BOM,MAA,2402,15201.49,INR,172,0.92,2614656.28,0,0,,NORMAL,False
COK-GAU,2025-11-16,COK,GAU,1349,10079.62,INR,109,0.59,1098678.58,0,0,,NORMAL,False
BHO-GOI,2025-11-16,BHO,GOI,888,7332.39,INR,172,0.92,1261171.08,0,0,,NORMAL,False
PNQ-BOM,2025-11-16,PNQ,BOM,1710,12454.73,INR,180,0.97,2241851.4,0,0,,NORMAL,False
IXB-GOI,2025-11-16,IXB,GOI,1749,13879.56,INR,154,0.83,2137452.24,0,0,,NORMAL,False
CCU-IXC,2025-11-16,CCU,IXC,1779,12803.4,INR,166,0.89,2125364.4,0,0,,NORMAL,False
VNS-BOM,2025-11-16,VNS,BOM,2245,16151.36,INR,157,0.84,2535763.52,0,0,,NORMAL,False
ATQ-BLR,2025-11-16,ATQ,BLR,1178,9087.7,INR,110,0.59,999647.0,0,0,,NORMAL,False
MAA-AMD,2025-11-16,MAA,AMD,2255,13011.17,INR,156,0.84,2029742.52,0,0,,NORMAL,False
IXC-LKO,2025-11-16,IXC,LKO,2084,12349.88,INR,178,0.96,2198278.64,0,0,,NORMAL,False
COK-JAI,2025-11-16,COK,JAI,1456,9785.48,INR,117,0.63,1144901.16,0,0,,NORMAL,False
HYD-LKO,2025-11-16,HYD,LKO,1713,10627.63,INR,126,0.68,1339081.38,0,0,,NORMAL,False
IXC-PAT,2025-11-16,IXC,PAT,1344,10361.98,INR,159,0.85,1647554.82,0,0,,NORMAL,False
CCU-VNS,2025-11-16,CCU,VNS,2722,15139.43,INR,148,0.8,2240635.64,0,0,,NORMAL,False
IXB-IXC,2025-11-16,IXB,IXC,541,5328.58,INR,130,0.7,692715.4,0,0,,NORMAL,False
PNQ-COK,2025-11-16,PNQ,COK,2689,18455.58,INR,139,0.75,2565325.62,0,0,,NORMAL,False
DEL-IXC,2025-11-16,DEL,IXC,495,5197.69,INR,156,0.84,810839.64,0,0,,NORMAL,False
LKO-COK,2025-11-16,LKO,COK,1374,10332.3,INR,126,0.68,1301869.8,0,0,,NORMAL,False
CCU-COK,2025-11-16,CCU,COK,2100,15975.17,INR,120,0.65,1917020.4,0,0,,NORMAL,False
MAA-VNS,2025-11-16,MAA,VNS,1022,7866.95,INR,88,0.47,692291.6,0,0,,NORMAL,False
GOI-COK,2025-11-16,GOI,COK,776,6426.87,INR,114,0.61,732663.18,0,0,,NORMAL,False
DEL-CCU,2025-11-16,DEL,CCU,1727,13205.8,INR,172,0.92,2271397.6,0,0,,NORMAL,False
GOI-IXB,2025-11-16,GOI,IXB,2778,18608.18,INR,164,0.88,3051741.52,0,0,,NORMAL,False
BHO-HYD,2025-11-16,BHO,HYD,2115,14590.18,INR,112,0.6,1634100.16,0,0,,NORMAL,False
SXR-VNS,2025-11-16,SXR,VNS,1904,13423.42,INR,104,0.56,1396035.68,0,0,,NORMAL,False
COK-LKO,2025-11-16,COK,LKO,482,5531.02,INR,116,0.62,641598.32,0,0,,NORMAL,False
LKO-AMD,2025-11-16,LKO,AMD,2116,13597.76,INR,185,0.99,2515585.6,0,0,,NORMAL,False
SXR-PNQ,2025-11-16,SXR,PNQ,2062,15396.46,INR,90,0.48,1385681.4,0,0,,NORMAL,False
HYD-PAT,2025-11-16,HYD,PAT,1900,12215.91,INR,174,0.94,2125568.34,0,0,,NORMAL,False
AMD-GOI,2025-11-16,AMD,GOI,945,8469.97,INR,89,0.48,753827.33,0,0,,NORMAL,False
LKO-VNS,2025-11-16,LKO,VNS,517,5644.93,INR,98,0.53,553203.14,0,0,,NORMAL,False
BHO-MAA,2025-11-16,BHO,MAA,2316,16308.25,INR,139,0.75,2266846.75,0,0,,NORMAL,False
SXR-IXB,2025-11-16,SXR,IXB,2602,16453.65,INR,125,0.67,2056706.25,0,0,,NORMAL,False
COK-BLR,2025-11-16,COK,BLR,1859,11875.3,INR,175,0.94,2078177.5,0,0,,NORMAL,False
LKO-BLR,2025-11-16,LKO,BLR,2379,13733.04,INR,114,0.61,1565566.56,0,0,,NORMAL,False
GAU-CCU,2025-11-16,GAU,CCU,1115,9290.62,INR,138,0.74,1282105.56,0,0,,NORMAL,False
DEL-MAA,2025-11-16,DEL,MAA,2491,14533.77,INR,100,0.54,1453377.0,0,0,,NORMAL,False
COK-PNQ,2025-11-16,COK,PNQ,916,8431.69,INR,175,0.94,1475545.75,0,0,,NORMAL,False
BLR-GOI,2025-11-16,BLR,GOI,967,8672.37,INR,149,0.8,1292183.13,0,0,,NORMAL,False
DEL-AMD,2025-11-16,DEL,AMD,2078,12579.11,INR,98,0.53,1232752.78,0,0,,NORMAL,False
HYD-DEL,2025-11-16,HYD,DEL,1543,10821.68,INR,110,0.59,1190384.8,0,0,,NORMAL,False
BHO-BLR,2025-11-16,BHO,BLR,2749,19788.37,INR,160,0.86,3166139.2,0,0,,NORMAL,False
AMD-DEL,2025-11-16,AMD,DEL,1179,10696.12,INR,173,0.93,1850428.76,0,0,,NORMAL,False
HYD-MAA,2025-11-16,HYD,MAA,1046,9393.6,INR,114,0.61,1070870.4,0,0,,NORMAL,False
CCU-AMD,2025-11-16,CCU,AMD,1659,11088.26,INR,81,0.44,898149.06,0,0,,NORMAL,False
BLR-HYD,2025-11-16,BLR,HYD,2536,16649.01,INR,156,0.84,2597245.56,0,0,,NORMAL,False
PNQ-GOI,2025-11-16,PNQ,GOI,1487,10748.96,INR,82,0.44,881414.72,0,0,,NORMAL,False
BHO-COK,2025-11-16,BHO,COK,439,5399.84,INR,162,0.87,874774.08,0,0,,NORMAL,False
PNQ-IXC,2025-11-16,PNQ,IXC,2688,16413.44,INR,144,0.77,2363535.36,0,0,,NORMAL,False
PAT-JAI,2025-11-16,PAT,JAI,535,7004.34,INR,170,0.91,1190737.8,0,0,,NORMAL,False
GAU-COK,2025-11-16,GAU,COK,1941,13850.15,INR,105,0.56,1454265.75,0,0,,NORMAL,False
GAU-AMD,2025-11-16,GAU,AMD,1021,8819.24,INR,155,0.83,1366982.2,0,0,,NORMAL,False
PNQ-BHO,2025-11-16,PNQ,BHO,459,5828.91,INR,146,0.78,851020.86,0,0,,NORMAL,False
IXB-JAI,2025-11-16,IXB,JAI,361,5143.89,INR,103,0.55,529820.67,0,0,,NORMAL,False
MAA-JAI,2025-11-16,MAA,JAI,1019,7757.37,INR,183,0.98,1419598.71,0,0,,NORMAL,False
PNQ-AMD,2025-11-16,PNQ,AMD,1887,13320.31,INR,169,0.91,2251132.39,0,0,,NORMAL,False
BOM-BHO,2025-11-16,BOM,BHO,1970,14506.57,INR,92,0.49,1334604.44,0,0,,NORMAL,False
GAU-BLR,2025-11-16,GAU,BLR,2015,11614.17,INR,178,0.96,2067322.26,0,0,,NORMAL,False
GAU-ATQ,2025-11-16,GAU,ATQ,1553,9796.84,INR,90,0.48,881715.6,0,0,,NORMAL,False
BHO-ATQ,2025-11-16,BHO,ATQ,583,6375.72,INR,105,0.56,669450.6,0,0,,NORMAL,False
PNQ-CCU,2025-11-16,PNQ,CCU,2616,18260.54,INR,83,0.45,1515624.82,0,0,,NORMAL,False
PAT-PNQ,2025-11-16,PAT,PNQ,2241,15444.29,INR,162,0.87,2501974.98,0,0,,NORMAL,False
IXC-CCU,2025-11-16,IXC,CCU,2115,14330.02,INR,186,1.0,2665383.72,0,0,,NORMAL,False
BOM-DEL,2025-11-16,BOM,DEL,845,7763.7,INR,170,0.91,1319829.0,0,0,,NORMAL,False
ATQ-BOM,2025-11-16,ATQ,BOM,913,8126.76,INR,149,0.8,1210887.24,0,0,,NORMAL,False
AMD-SXR,2025-11-16,AMD,SXR,1059,8842.91,INR,100,0.54,884291.0,0,0,,NORMAL,False
ATQ-IXC,2025-11-16,ATQ,IXC,803,7732.06,INR,161,0.87,1244861.66,0,0,,NORMAL,False
SXR-HYD,2025-11-16,SXR,HYD,1349,10168.08,INR,185,0.99,1881094.8,0,0,,NORMAL,False
JAI-DEL,2025-11-16,JAI,DEL,1639,13271.27,INR,159,0.85,2110131.93,0,0,,NORMAL,False
IXB-MAA,2025-11-16,IXB,MAA,2091,14613.21,INR,86,0.46,1256736.06,0,0,,NORMAL,False
GOI-ATQ,2025-11-16,GOI,ATQ,1805,11986.91,INR,156,0.84,1869957.96,0,0,,NORMAL,False
GOI-HYD,2025-11-16,GOI,HYD,2037,12384.16,INR,174,0.94,2154843.84,0,0,,NORMAL,False
COK-IXB,2025-11-16,COK,IXB,1892,14201.26,INR,127,0.68,1803560.02,0,0,,NORMAL,False
GOI-MAA,2025-11-16,GOI,MAA,2441,15790.03,INR,184,0.99,2905365.52,0,0,,NORMAL,False
BHO-CCU,2025-11-16,BHO,CCU,1057,9080.98,INR,166,0.89,1507442.68,0,0,,NORMAL,False
CCU-LKO,2025-11-16,CCU,LKO,2114,15262.1,INR,143,0.77,2182480.3,0,0,,NORMAL,False
AMD-ATQ,2025-11-16,AMD,ATQ,900,9010.07,INR,126,0.68,1135268.82,0,0,,NORMAL,False
LKO-GOI,2025-11-16,LKO,GOI,1008,9075.12,INR,94,0.51,853061.28,0,0,,NORMAL,False
IXC-GOI,2025-11-16,IXC,GOI,1612,12378.5,INR,139,0.75,1720611.5,0,0,,NORMAL,False
SXR-BLR,2025-11-16,SXR,BLR,873,7341.68,INR,164,0.88,1204035.52,0,0,,NORMAL,False
IXC-VNS,2025-11-16,IXC,VNS,2153,14020.93,INR,129,0.69,1808699.97,0,0,,NORMAL,False
AMD-HYD,2025-11-16,AMD,HYD,409,5607.23,INR,163,0.88,913978.49,0,0,,NORMAL,False
VNS-GOI,2025-11-16,VNS,GOI,2580,16726.26,INR,91,0.49,1522089.66,0,0,,NORMAL,False
GAU-BOM,2025-11-16,GAU,BOM,1182,10530.77,INR,181,0.97,1906069.37,0,0,,NORMAL,False
BOM-VNS,2025-11-16,BOM,VNS,1887,11388.25,INR,175,0.94,1992943.75,0,0,,NORMAL,False
VNS-PAT,2025-11-16,VNS,PAT,323,4845.64,INR,102,0.55,494255.28,0,0,,NORMAL,False
ATQ-BHO,2025-11-16,ATQ,BHO,1468,11372.73,INR,86,0.46,978054.78,0,0,,NORMAL,False
PAT-BHO,2025-11-16,PAT,BHO,601,5606.84,INR,142,0.76,796171.28,0,0,,NORMAL,False
ATQ-LKO,2025-11-16,ATQ,LKO,2070,12807.0,INR,161,0.87,2061927.0,0,0,,NORMAL,False
BOM-HYD,2025-11-16,BOM,HYD,1710,11947.56,INR,145,0.78,1732396.2,0,0,,NORMAL,False
IXB-PAT,2025-11-16,IXB,PAT,1218,9997.34,INR,104,0.56,1039723.36,0,0,,NORMAL,False
SXR-GAU,2025-11-16,SXR,GAU,988,7809.51,INR,98,0.53,765331.98,0,0,,NORMAL,False
PAT-VNS,2025-11-16,PAT,VNS,1734,10985.12,INR,133,0.72,1461020.96,0,0,,NORMAL,False
ATQ-PNQ,2025-11-16,ATQ,PNQ,2722,16979.45,INR,147,0.79,2495979.15,0,0,,NORMAL,False
LKO-PAT,2025-11-16,LKO,PAT,866,6829.65,INR,132,0.71,901513.8,0,0,,NORMAL,False
LKO-CCU,2025-11-16,LKO,CCU,2683,17496.85,INR,174,0.94,3044451.9,0,0,,NORMAL,False
MAA-ATQ,2025-11-16,MAA,ATQ,534,5703.3,INR,163,0.88,929637.9,0,0,,NORMAL,False
BHO-BOM,2025-11-16,BHO,BOM,2166,14235.05,INR,129,0.69,1836321.45,0,0,,NORMAL,False
MAA-HYD,2025-11-16,MAA,HYD,1811,12413.3,INR,107,0.58,1328223.1,0,0,,NORMAL,False
GAU-PNQ,2025-11-16,GAU,PNQ,1321,9737.73,INR,134,0.72,1304855.82,0,0,,NORMAL,False
COK-SXR,2025-11-16,COK,SXR,1116,8122.68,INR,115,0.62,934108.2,0,0,,NORMAL,False
BHO-LKO,2025-11-16,BHO,LKO,1252,10985.36,INR,88,0.47,966711.68,0,0,,NORMAL,False
HYD-COK,2025-11-16,HYD,COK,484,5339.35,INR,142,0.76,758187.7,0,0,,NORMAL,False
DEL-GAU,2025-11-16,DEL,GAU,1224,10117.6,INR,153,0.82,1547992.8,0,0,,NORMAL,False
IXC-SXR,2025-11-16,IXC,SXR,1481,9275.72,INR,132,0.71,1224395.04,0,0,,NORMAL,False
PAT-IXC,2025-11-16,PAT,IXC,1175,9679.63,INR,131,0.7,1268031.53,0,0,,NORMAL,False
GOI-LKO,2025-11-16,GOI,LKO,2255,14770.07,INR,80,0.43,1181605.6,0,0,,NORMAL,False
PAT-MAA,2025-11-16,PAT,MAA,1554,10547.73,INR,149,0.8,1571611.77,0,0,,NORMAL,False
DEL-HYD,2025-11-16,DEL,HYD,2377,15671.04,INR,132,0.71,2068577.28,0,0,,NORMAL,False
VNS-IXC,2025-11-16,VNS,IXC,1612,12019.39,INR,94,0.51,1129822.66,0,0,,NORMAL,False
SXR-CCU,2025-11-16,SXR,CCU,388,4928.33,INR,170,0.91,837816.1,0,0,,NORMAL,False
JAI-IXC,2025-11-16,JAI,IXC,1001,7361.48,INR,99,0.53,728786.52,0,0,,NORMAL,False
AMD-VNS,2025-11-16,AMD,VNS,400,5338.47,INR,101,0.54,539185.47,0,0,,NORMAL,False
DEL-BHO,2025-11-16,DEL,BHO,2618,18137.0,INR,157,0.84,2847509.0,0,0,,NORMAL,False
HYD-BHO,2025-11-16,HYD,BHO,782,7795.61,INR,177,0.95,1379822.97,0,0,,NORMAL,False
GOI-IXC,2025-11-16,GOI,IXC,2496,17916.25,INR,167,0.9,2992013.75,0,0,,NORMAL,False
COK-BOM,2025-11-16,COK,BOM,339,5679.47,INR,135,0.73,766728.45,0,0,,NORMAL,False
GOI-AMD,2025-11-16,GOI,AMD,2610,15565.86,INR,162,0.87,2521669.32,0,0,,NORMAL,False
SXR-MAA,2025-11-16,SXR,MAA,1023,7952.01,INR,86,0.46,683872.86,0,0,,NORMAL,False
PNQ-HYD,2025-11-16,PNQ,HYD,1264,10593.29,INR,168,0.9,1779672.72,0,0,,NORMAL,False
BLR-BOM,2025-11-16,BLR,BOM,2614,17341.75,INR,184,0.99,3190882.0,0,0,,NORMAL,False
AMD-IXC,2025-11-16,AMD,IXC,537,5593.87,INR,124,0.67,693639.88,0,0,,NORMAL,False
GAU-VNS,2025-11-16,GAU,VNS,1830,13411.75,INR,118,0.63,1582586.5,0,0,,NORMAL,False
HYD-IXC,2025-11-16,HYD,IXC,2477,16965.62,INR,158,0.85,2680567.96,0,0,,NORMAL,False
IXC-COK,2025-11-16,IXC,COK,2372,13620.31,INR,115,0.62,1566335.65,0,0,,NORMAL,False
VNS-SXR,2025-11-16,VNS,SXR,876,7320.54,INR,123,0.66,900426.42,0,0,,NORMAL,False
BHO-AMD,2025-11-16,BHO,AMD,1179,9901.16,INR,156,0.84,1544580.96,0,0,,NORMAL,False
SXR-LKO,2025-11-16,SXR,LKO,626,6311.47,INR,135,0.73,852048.45,0,0,,NORMAL,False
MAA-IXB,2025-11-16,MAA,IXB,1657,10988.91,INR,92,0.49,1010979.72,0,0,,NORMAL,False
LKO-GAU,2025-11-16,LKO,GAU,614,5743.75,INR,127,0.68,729456.25,0,0,,NORMAL,False
ATQ-COK,2025-11-16,ATQ,COK,2259,15384.48,INR,112,0.6,1723061.76,0,0,,NORMAL,False
IXC-BLR,2025-11-16,IXC,BLR,898,8177.33,INR,137,0.74,1120294.21,0,0,,NORMAL,False
COK-VNS,2025-11-16,COK,VNS,2138,15691.35,INR,164,0.88,2573381.4,0,0,,NORMAL,False
VNS-IXB,2025-11-16,VNS,IXB,938,7893.84,INR,128,0.69,1010411.52,0,0,,NORMAL,False
JAI-MAA,2025-11-16,JAI,MAA,1775,13092.69,INR,95,0.51,1243805.55,0,0,,NORMAL,False
BLR-PNQ,2025-11-16,BLR,PNQ,2180,15142.87,INR,100,0.54,1514287.0,0,0,,NORMAL,False
COK-IXC,2025-11-16,COK,IXC,1920,11432.04,INR,152,0.82,1737670.08,0,0,,NORMAL,False
IXB-BOM,2025-11-16,IXB,BOM,2638,18753.81,INR,108,0.58,2025411.48,0,0,,NORMAL,False
BLR-COK,2025-11-16,BLR,COK,1842,11417.11,INR,92,0.49,1050374.12,0,0,,NORMAL,False
JAI-PNQ,2025-11-16,JAI,PNQ,2402,17511.6,INR,172,0.92,3011995.2,0,0,,NORMAL,False
GOI-GAU,2025-11-16,GOI,GAU,451,6204.83,INR,129,0.69,800423.07,0,0,,NORMAL,False
BOM-IXB,2025-11-16,BOM,IXB,1606,12058.08,INR,110,0.59,1326388.8,0,0,,NORMAL,False
ATQ-GAU,2025-11-16,ATQ,GAU,1216,8212.68,INR,171,0.92,1404368.28,0,0,,NORMAL,False
PNQ-MAA,2025-11-16,PNQ,MAA,1151,7905.41,INR,106,0.57,837973.46,0,0,,NORMAL,False
GOI-BLR,2025-11-16,GOI,BLR,2716,16115.76,INR,156,0.84,2514058.56,0,0,,NORMAL,False
LKO-ATQ,2025-11-16,LKO,ATQ,2627,16174.91,INR,127,0.68,2054213.57,0,0,,NORMAL,False
HYD-JAI,2025-11-16,HYD,JAI,771,7549.64,INR,97,0.52,732315.08,0,0,,NORMAL,False
HYD-BLR,2025-11-16,HYD,BLR,657,5815.01,INR,169,0.91,982736.69,0,0,,NORMAL,False
HYD-AMD,2025-11-16,HYD,AMD,2710,14664.54,INR,112,0.6,1642428.48,0,0,,NORMAL,False
ATQ-SXR,2025-11-16,ATQ,SXR,1062,8223.06,INR,149,0.8,1225235.94,0,0,,NORMAL,False
COK-DEL,2025-11-16,COK,DEL,2792,18265.32,INR,87,0.47,1589082.84,0,0,,NORMAL,False
IXB-BHO,2025-11-16,IXB,BHO,612,6157.02,INR,91,0.49,560288.82,0,0,,NORMAL,False
JAI-LKO,2025-11-16,JAI,LKO,2129,14707.42,INR,169,0.91,2485553.98,0,0,,NORMAL,False
AMD-BHO,2025-11-16,AMD,BHO,2304,17272.0,INR,153,0.82,2642616.0,0,0,,NORMAL,False
PNQ-LKO,2025-11-16,PNQ,LKO,2075,14823.78,INR,146,0.78,2164271.88,0,0,,NORMAL,False
PAT-HYD,2025-11-16,PAT,HYD,2101,14900.24,INR,132,0.71,1966831.68,0,0,,NORMAL,False
BLR-PAT,2025-11-16,BLR,PAT,623,6571.43,INR,108,0.58,709714.44,0,0,,NORMAL,False
BOM-COK,2025-11-16,BOM,COK,897,9064.72,INR,131,0.7,1187478.32,0,0,,NORMAL,False
BHO-GAU,2025-11-16,BHO,GAU,2519,17113.36,INR,183,0.98,3131744.88,0,0,,NORMAL,False
PAT-CCU,2025-11-16,PAT,CCU,1964,12991.24,INR,175,0.94,2273467.0,0,0,,NORMAL,False
AMD-MAA,2025-11-16,AMD,MAA,1076,9429.35,INR,105,0.56,990081.75,0,0,,NORMAL,False
JAI-BLR,2025-11-16,JAI,BLR,1363,11178.73,INR,119,0.64,1330268.87,0,0,,NORMAL,False
DEL-PAT,2025-11-16,DEL,PAT,2402,13712.31,INR,125,0.67,1714038.75,0,0,,NORMAL,False
VNS-COK,2025-11-16,VNS,COK,2404,14289.31,INR,97,0.52,1386063.07,0,0,,NORMAL,False
DEL-ATQ,2025-11-16,DEL,ATQ,1586,12356.1,INR,108,0.58,1334458.8,0,0,,NORMAL,False
VNS-AMD,2025-11-16,VNS,AMD,1474,12489.56,INR,83,0.45,1036633.48,0,0,,NORMAL,False
BHO-PAT,2025-11-16,BHO,PAT,2766,17810.01,INR,152,0.82,2707121.52,0,0,,NORMAL,False
GAU-GOI,2025-11-16,GAU,GOI,1217,10630.24,INR,129,0.69,1371300.96,0,0,,NORMAL,False
BOM-ATQ,2025-11-16,BOM,ATQ,1843,13981.34,INR,179,0.96,2502659.86,0,0,,NORMAL,False
MAA-BLR,2025-11-16,MAA,BLR,1866,13178.48,INR,108,0.58,1423275.84,0,0,,NORMAL,False
PNQ-VNS,2025-11-16,PNQ,VNS,702,7001.31,INR,163,0.88,1141213.53,0,0,,NORMAL,False
HYD-GOI,2025-11-16,HYD,GOI,568,6401.67,INR,92,0.49,588953.64,0,0,,NORMAL,False
PNQ-ATQ,2025-11-16,PNQ,ATQ,2232,15929.46,INR,177,0.95,2819514.42,0,0,,NORMAL,False
VNS-MAA,2025-11-16,VNS,MAA,2617,18647.17,INR,115,0.62,2144424.55,0,0,,NORMAL,False
GAU-LKO,2025-11-16,GAU,LKO,1769,12586.04,INR,170,0.91,2139626.8,0,0,,NORMAL,False
MAA-PNQ,2025-11-16,MAA,PNQ,2049,14800.42,INR,159,0.85,2353266.78,0,0,,NORMAL,False
IXB-BLR,2025-11-16,IXB,BLR,1241,8953.38,INR,153,0.82,1369867.14,0,0,,NORMAL,False
HYD-CCU,2025-11-16,HYD,CCU,2636,15450.61,INR,130,0.7,2008579.3,0,0,,NORMAL,False
BHO-SXR,2025-11-16,BHO,SXR,554,6169.13,INR,146,0.78,900692.98,0,0,,NORMAL,False
COK-MAA,2025-11-16,COK,MAA,2349,14654.69,INR,125,0.67,1831836.25,0,0,,NORMAL,False
JAI-CCU,2025-11-16,JAI,CCU,776,8302.49,INR,90,0.48,747224.1,0,0,,NORMAL,False
BLR-IXC,2025-11-16,BLR,IXC,1265,11087.7,INR,129,0.69,1430313.3,0,0,,NORMAL,False
