route_id,date,origin,destination,distance_km,avg_fare,currency,pax_boarded,load_factor,revenue,refunds_issued,is_govt_capped,cap_fare_limit,season_tag,avg_fare_inr,revenue_inr,refunds_issued_inr,currency_standardized,cap_applied_flag
IXC-PAT,2025-12-18,IXC,PAT,2638,18665.94,INR,145,0.78,2706561.3,0,0,18000.0,PEAK_WEDDING,18665.94,2706561.3,0,INR,True
BHO-CCU,2025-12-18,BHO,CCU,1886,14765.65,INR,95,0.51,1402736.75,0,0,18000.0,PEAK_WEDDING,14765.65,1402736.75,0,INR,True
VNS-HYD,2025-12-18,VNS,HYD,1778,13957.46,INR,136,0.73,1898214.56,0,0,18000.0,PEAK_WEDDING,13957.46,1898214.56,0,INR,True
IXC-SXR,2025-12-18,IXC,SXR,368,5999.63,INR,116,0.62,695957.08,0,0,,PEAK_WEDDING,5999.63,695957.08,0,INR,False
GAU-BLR,2025-12-18,GAU,BLR,1443,11054.71,INR,181,0.97,2000902.51,0,0,,PEAK_WEDDING,11054.71,2000902.51,0,INR,False
AMD-GAU,2025-12-18,AMD,GAU,975,8377.54,INR,164,0.88,1373916.56,0,0,,PEAK_WEDDING,8377.54,1373916.56,0,INR,False
CCU-JAI,2025-12-18,CCU,JAI,1148,10300.88,INR,132,0.71,1359716.16,0,0,,PEAK_WEDDING,10300.88,1359716.16,0,INR,False
VNS-BLR,2025-12-18,VNS,BLR,2253,15049.96,INR,172,0.92,2588593.12,0,0,18000.0,PEAK_WEDDING,15049.96,2588593.12,0,INR,True
LKO-PAT,2025-12-18,LKO,PAT,1638,11974.07,INR,184,0.99,2203228.88,0,0,18000.0,PEAK_WEDDING,11974.07,2203228.88,0,INR,True
IXB-GAU,2025-12-18,IXB,GAU,1778,13883.49,INR,157,0.84,2179707.93,0,0,18000.0,PEAK_WEDDING,13883.49,2179707.93,0,INR,True
BOM-LKO,2025-12-18,BOM,LKO,1534,9862.35,INR,125,0.67,1232793.75,0,0,18000.0,PEAK_WEDDING,9862.35,1232793.75,0,INR,True
BOM-HYD,2025-12-18,BOM,HYD,2281,177.44,USD,160,0.86,28390.4,0,0,18000.0,PEAK_WEDDING,14727.52,2356403.2,0,INR,True
VNS-DEL,2025-12-18,VNS,DEL,2368,15768.41,INR,163,0.88,2570250.83,0,0,18000.0,PEAK_WEDDING,15768.41,2570250.83,0,INR,True
GOI-BLR,2025-12-18,GOI,BLR,656,6792.58,INR,97,0.52,658880.26,0,0,,PEAK_WEDDING,6792.58,658880.26,0,INR,False
HYD-PNQ,2025-12-18,HYD,PNQ,1202,10323.47,INR,148,0.8,1527873.56,0,0,,PEAK_WEDDING,10323.47,1527873.56,0,INR,False
LKO-DEL,2025-12-18,LKO,DEL,2244,15794.17,INR,150,0.81,2369125.5,0,0,18000.0,PEAK_WEDDING,15794.17,2369125.5,0,INR,True
PNQ-SXR,2025-12-18,PNQ,SXR,2356,15746.62,INR,99,0.53,1558915.38,0,0,18000.0,PEAK_WEDDING,15746.62,1558915.38,0,INR,True
PNQ-HYD,2025-12-18,PNQ,HYD,1474,11587.53,INR,171,0.92,1981467.63,0,0,,PEAK_WEDDING,11587.53,1981467.63,0,INR,False
ATQ-CCU,2025-12-18,ATQ,CCU,2576,16097.64,INR,174,0.94,2800989.36,0,0,18000.0,PEAK_WEDDING,16097.64,2800989.36,0,INR,True
COK-BLR,2025-12-18,COK,BLR,2279,15768.03,INR,82,0.44,1292978.46,0,0,18000.0,PEAK_WEDDING,15768.03,1292978.46,0,INR,True
BLR-BOM,2025-12-18,BLR,BOM,2465,14880.55,INR,113,0.61,1681502.15,0,0,18000.0,PEAK_WEDDING,14880.55,1681502.15,0,INR,True
BLR-IXB,2025-12-18,BLR,IXB,2672,15126.46,INR,101,0.54,1527772.46,0,0,18000.0,PEAK_WEDDING,15126.46,1527772.46,0,INR,True
AMD-DEL,2025-12-18,AMD,DEL,900,8463.68,INR,147,0.79,1244160.96,0,0,,PEAK_WEDDING,8463.68,1244160.96,0,INR,False
GOI-SXR,2025-12-18,GOI,SXR,378,5086.68,INR,97,0.52,493407.96,0,0,,PEAK_WEDDING,5086.68,493407.96,0,INR,False
JAI-SXR,2025-12-18,JAI,SXR,2120,167.86,USD,104,0.56,17457.44,0,0,18000.0,PEAK_WEDDING,13932.380000000001,1448967.5199999998,0,INR,True
COK-IXB,2025-12-18,COK,IXB,916,9168.11,INR,105,0.56,962651.55,0,0,,PEAK_WEDDING,9168.11,962651.55,0,INR,False
LKO-BOM,2025-12-18,LKO,BOM,1841,12272.74,INR,177,0.95,2172274.98,0,0,18000.0,PEAK_WEDDING,12272.74,2172274.98,0,INR,True
AMD-SXR,2025-12-18,AMD,SXR,2335,16419.19,INR,151,0.81,2479297.69,0,0,18000.0,PEAK_WEDDING,16419.19,2479297.69,0,INR,True
PAT-IXC,2025-12-18,PAT,IXC,2579,14705.18,INR,145,0.78,2132251.1,0,0,18000.0,PEAK_WEDDING,14705.18,2132251.1,0,INR,True
BHO-SXR,2025-12-18,BHO,SXR,691,6638.74,INR,100,0.54,663874.0,0,0,,PEAK_WEDDING,6638.74,663874.0,0,INR,False
BLR-COK,2025-12-18,BLR,COK,1776,11146.27,INR,145,0.78,1616209.15,0,0,18000.0,PEAK_WEDDING,11146.27,1616209.15,0,INR,True
COK-PAT,2025-12-18,COK,PAT,962,9467.7,INR,115,0.62,1088785.5,0,0,,PEAK_WEDDING,9467.7,1088785.5,0,INR,False
CCU-SXR,2025-12-18,CCU,SXR,320,5328.93,INR,83,0.45,442301.19,0,0,,PEAK_WEDDING,5328.93,442301.19,0,INR,False
IXB-ATQ,2025-12-18,IXB,ATQ,2599,196.37,USD,148,0.8,29062.76,0,0,18000.0,PEAK_WEDDING,16298.710000000001,2412209.08,0,INR,True
BOM-GOI,2025-12-18,BOM,GOI,834,8432.21,INR,127,0.68,1070890.67,0,0,,PEAK_WEDDING,8432.21,1070890.67,0,INR,False
IXB-MAA,2025-12-18,IXB,MAA,1152,8908.43,INR,158,0.85,1407531.94,0,0,,PEAK_WEDDING,8908.43,1407531.94,0,INR,False
SXR-CCU,2025-12-18,SXR,CCU,1835,13507.52,INR,105,0.56,1418289.6,0,0,18000.0,PEAK_WEDDING,13507.52,1418289.6,0,INR,True
IXC-BHO,2025-12-18,IXC,BHO,1550,9894.17,INR,140,0.75,1385183.8,0,0,18000.0,PEAK_WEDDING,9894.17,1385183.8,0,INR,True
JAI-ATQ,2025-12-18,JAI,ATQ,2169,12590.48,INR,95,0.51,1196095.6,0,0,18000.0,PEAK_WEDDING,12590.48,1196095.6,0,INR,True
DEL-BOM,2025-12-18,DEL,BOM,1532,10515.65,INR,105,0.56,1104143.25,0,0,18000.0,PEAK_WEDDING,10515.65,1104143.25,0,INR,True
PNQ-ATQ,2025-12-18,PNQ,ATQ,1482,11519.97,INR,112,0.6,1290236.64,0,0,,PEAK_WEDDING,11519.97,1290236.64,0,INR,False
AMD-VNS,2025-12-18,AMD,VNS,675,6843.18,INR,91,0.49,622729.38,0,0,,PEAK_WEDDING,6843.18,622729.38,0,INR,False
HYD-PAT,2025-12-18,HYD,PAT,1408,8989.54,INR,186,1.0,1672054.44,0,0,,PEAK_WEDDING,8989.54,1672054.44,0,INR,False
IXB-AMD,2025-12-18,IXB,AMD,1980,159.52,USD,106,0.57,16909.12,0,0,18000.0,PEAK_WEDDING,13240.160000000002,1403456.96,0,INR,True
PAT-HYD,2025-12-18,PAT,HYD,484,6411.93,INR,176,0.95,1128499.68,0,0,,PEAK_WEDDING,6411.93,1128499.68,0,INR,False
GOI-BOM,2025-12-18,GOI,BOM,1221,10794.26,INR,113,0.61,1219751.38,0,0,,PEAK_WEDDING,10794.26,1219751.38,0,INR,False
DEL-SXR,2025-12-18,DEL,SXR,1114,10347.43,INR,91,0.49,941616.13,0,0,,PEAK_WEDDING,10347.43,941616.13,0,INR,False
PNQ-PAT,2025-12-18,PNQ,PAT,379,5276.44,INR,144,0.77,759807.36,0,0,,PEAK_WEDDING,5276.44,759807.36,0,INR,False
DEL-COK,2025-12-18,DEL,COK,561,5775.28,INR,95,0.51,548651.6,0,0,,PEAK_WEDDING,5775.28,548651.6,0,INR,False
MAA-BLR,2025-12-18,MAA,BLR,1649,10505.01,INR,88,0.47,924440.88,0,0,18000.0,PEAK_WEDDING,10505.01,924440.88,0,INR,True
JAI-GOI,2025-12-18,JAI,GOI,2790,17083.86,INR,153,0.82,2613830.58,0,0,18000.0,PEAK_WEDDING,17083.86,2613830.58,0,INR,True
LKO-VNS,2025-12-18,LKO,VNS,620,5993.24,INR,171,0.92,1024844.04,0,0,,PEAK_WEDDING,5993.24,1024844.04,0,INR,False
SXR-IXB,2025-12-18,SXR,IXB,843,6971.95,INR,177,0.95,1234035.15,0,0,,PEAK_WEDDING,6971.95,1234035.15,0,INR,False
DEL-GOI,2025-12-18,DEL,GOI,569,5680.37,INR,81,0.44,460109.97,0,0,,PEAK_WEDDING,5680.37,460109.97,0,INR,False
BOM-AMD,2025-12-18,BOM,AMD,865,8758.71,INR,159,0.85,1392634.89,0,0,,PEAK_WEDDING,8758.71,1392634.89,0,INR,False
BOM-ATQ,2025-12-18,BOM,ATQ,1086,10267.13,INR,160,0.86,1642740.8,0,0,,PEAK_WEDDING,10267.13,1642740.8,0,INR,False
ATQ-IXB,2025-12-18,ATQ,IXB,2041,15062.27,INR,91,0.49,1370666.57,0,0,18000.0,PEAK_WEDDING,15062.27,1370666.57,0,INR,True
PNQ-LKO,2025-12-18,PNQ,LKO,1989,14320.73,INR,146,0.78,2090826.58,0,0,18000.0,PEAK_WEDDING,14320.73,2090826.58,0,INR,True
HYD-GOI,2025-12-18,HYD,GOI,2304,16850.77,INR,160,0.86,2696123.2,0,0,18000.0,PEAK_WEDDING,16850.77,2696123.2,0,INR,True
VNS-IXB,2025-12-18,VNS,IXB,2782,15513.47,INR,101,0.54,1566860.47,0,0,18000.0,PEAK_WEDDING,15513.47,1566860.47,0,INR,True
JAI-COK,2025-12-18,JAI,COK,1746,12978.69,INR,124,0.67,1609357.56,0,0,18000.0,PEAK_WEDDING,12978.69,1609357.56,0,INR,True
AMD-IXC,2025-12-18,AMD,IXC,548,5751.3,INR,142,0.76,816684.6,0,0,,PEAK_WEDDING,5751.3,816684.6,0,INR,False
GAU-GOI,2025-12-18,GAU,GOI,1945,12185.4,INR,162,0.87,1974034.8,0,0,18000.0,PEAK_WEDDING,12185.4,1974034.8,0,INR,True
DEL-IXB,2025-12-18,DEL,IXB,1288,10306.51,INR,169,0.91,1741800.19,0,0,,PEAK_WEDDING,10306.51,1741800.19,0,INR,False
GOI-CCU,2025-12-18,GOI,CCU,2322,13376.38,INR,130,0.7,1738929.4,0,0,18000.0,PEAK_WEDDING,13376.38,1738929.4,0,INR,True
IXB-HYD,2025-12-18,IXB,HYD,2334,17196.75,INR,166,0.89,2854660.5,0,0,18000.0,PEAK_WEDDING,17196.75,2854660.5,0,INR,True
IXB-DEL,2025-12-18,IXB,DEL,1728,11059.68,INR,164,0.88,1813787.52,0,0,18000.0,PEAK_WEDDING,11059.68,1813787.52,0,INR,True
COK-CCU,2025-12-18,COK,CCU,1295,10124.72,INR,82,0.44,830227.04,0,0,,PEAK_WEDDING,10124.72,830227.04,0,INR,False
BLR-HYD,2025-12-18,BLR,HYD,1335,9776.73,INR,124,0.67,1212314.52,0,0,,PEAK_WEDDING,9776.73,1212314.52,0,INR,False
HYD-MAA,2025-12-18,HYD,MAA,1274,10367.84,INR,161,0.87,1669222.24,0,0,,PEAK_WEDDING,10367.84,1669222.24,0,INR,False
BLR-PNQ,2025-12-18,BLR,PNQ,841,8519.29,INR,82,0.44,698581.78,0,0,,PEAK_WEDDING,8519.29,698581.78,0,INR,False
BHO-JAI,2025-12-18,BHO,JAI,1368,9881.48,INR,134,0.72,1324118.32,0,0,,PEAK_WEDDING,9881.48,1324118.32,0,INR,False
ATQ-BLR,2025-12-18,ATQ,BLR,1077,10044.98,INR,141,0.76,1416342.18,0,0,,PEAK_WEDDING,10044.98,1416342.18,0,INR,False
BHO-BLR,2025-12-18,BHO,BLR,1026,8099.19,INR,119,0.64,963803.61,0,0,,PEAK_WEDDING,8099.19,963803.61,0,INR,False
BLR-JAI,2025-12-18,BLR,JAI,2775,15850.93,INR,170,0.91,2694658.1,0,0,18000.0,PEAK_WEDDING,15850.93,2694658.1,0,INR,True
ATQ-AMD,2025-12-18,ATQ,AMD,1361,8871.38,INR,182,0.98,1614591.16,0,0,,PEAK_WEDDING,8871.38,1614591.16,0,INR,False
CCU-IXC,2025-12-18,CCU,IXC,720,7507.4,INR,134,0.72,1005991.6,0,0,,PEAK_WEDDING,7507.4,1005991.6,0,INR,False
PNQ-GOI,2025-12-18,PNQ,GOI,1110,7973.5,INR,130,0.7,1036555.0,0,0,,PEAK_WEDDING,7973.5,1036555.0,0,INR,False
CCU-PNQ,2025-12-18,CCU,PNQ,2370,13780.63,INR,155,0.83,2135997.65,0,0,18000.0,PEAK_WEDDING,13780.63,2135997.65,0,INR,True
PAT-GAU,2025-12-18,PAT,GAU,2452,14344.35,INR,114,0.61,1635255.9,0,0,18000.0,PEAK_WEDDING,14344.35,1635255.9,0,INR,True
GOI-BHO,2025-12-18,GOI,BHO,2346,13007.48,INR,158,0.85,2055181.84,0,0,18000.0,PEAK_WEDDING,13007.48,2055181.84,0,INR,True
AMD-BLR,2025-12-18,AMD,BLR,2320,14166.81,INR,152,0.82,2153355.12,0,0,18000.0,PEAK_WEDDING,14166.81,2153355.12,0,INR,True
LKO-HYD,2025-12-18,LKO,HYD,330,5398.47,INR,163,0.88,879950.61,0,0,,PEAK_WEDDING,5398.47,879950.61,0,INR,False
IXC-JAI,2025-12-18,IXC,JAI,2295,15670.05,INR,120,0.65,1880406.0,0,0,18000.0,PEAK_WEDDING,15670.05,1880406.0,0,INR,True
MAA-PAT,2025-12-18,MAA,PAT,1551,10458.64,INR,170,0.91,1777968.8,0,0,18000.0,PEAK_WEDDING,10458.64,1777968.8,0,INR,True
BLR-CCU,2025-12-18,BLR,CCU,1415,10387.07,INR,83,0.45,862126.81,0,0,,PEAK_WEDDING,10387.07,862126.81,0,INR,False
GAU-IXC,2025-12-18,GAU,IXC,1962,14890.84,INR,124,0.67,1846464.16,0,0,18000.0,PEAK_WEDDING,14890.84,1846464.16,0,INR,True
VNS-BOM,2025-12-18,VNS,BOM,2026,13709.81,INR,182,0.98,2495185.42,0,0,18000.0,PEAK_WEDDING,13709.81,2495185.42,0,INR,True
ATQ-PNQ,2025-12-18,ATQ,PNQ,2072,12055.25,INR,157,0.84,1892674.25,0,0,18000.0,PEAK_WEDDING,12055.25,1892674.25,0,INR,True
GAU-IXB,2025-12-19,GAU,IXB,866,8481.7,INR,146,0.78,1238328.2,0,0,,PEAK_WEDDING,8481.7,1238328.2,0,INR,False
DEL-JAI,2025-12-19,DEL,JAI,2010,13078.15,INR,109,0.59,1425518.35,0,0,18000.0,PEAK_WEDDING,13078.15,1425518.35,0,INR,True
SXR-BLR,2025-12-19,SXR,BLR,846,7813.12,INR,146,0.78,1140715.52,0,0,,PEAK_WEDDING,7813.12,1140715.52,0,INR,False
HYD-COK,2025-12-19,HYD,COK,555,6683.27,INR,83,0.45,554711.41,0,0,,PEAK_WEDDING,6683.27,554711.41,0,INR,False
PNQ-AMD,2025-12-19,PNQ,AMD,660,7411.04,INR,143,0.77,1059778.72,0,0,,PEAK_WEDDING,7411.04,1059778.72,0,INR,False
GOI-AMD,2025-12-19,GOI,AMD,1867,13625.28,INR,101,0.54,1376153.28,0,0,18000.0,PEAK_WEDDING,13625.28,1376153.28,0,INR,True
VNS-MAA,2025-12-19,VNS,MAA,2479,16951.74,INR,184,0.99,3119120.16,0,0,18000.0,PEAK_WEDDING,16951.74,3119120.16,0,INR,True
PNQ-MAA,2025-12-19,PNQ,MAA,2677,17324.33,INR,155,0.83,2685271.15,0,0,18000.0,PEAK_WEDDING,17324.33,2685271.15,0,INR,True
IXC-LKO,2025-12-19,IXC,LKO,783,6690.8,INR,158,0.85,1057146.4,0,0,,PEAK_WEDDING,6690.8,1057146.4,0,INR,False
CCU-JAI,2025-12-19,CCU,JAI,2227,13047.42,INR,154,0.83,2009302.68,0,0,18000.0,PEAK_WEDDING,13047.42,2009302.68,0,INR,True
PAT-MAA,2025-12-19,PAT,MAA,2153,13033.61,INR,158,0.85,2059310.38,0,0,18000.0,PEAK_WEDDING,13033.61,2059310.38,0,INR,True
JAI-IXB,2025-12-19,JAI,IXB,1864,12135.17,INR,105,0.56,1274192.85,0,0,18000.0,PEAK_WEDDING,12135.17,1274192.85,0,INR,True
AMD-GAU,2025-12-19,AMD,GAU,557,5698.02,INR,100,0.54,569802.0,0,0,,PEAK_WEDDING,5698.02,569802.0,0,INR,False
IXB-PNQ,2025-12-19,IXB,PNQ,797,8429.33,INR,99,0.53,834503.67,0,0,,PEAK_WEDDING,8429.33,834503.67,0,INR,False
AMD-GOI,2025-12-19,AMD,GOI,2407,15032.69,INR,153,0.82,2300001.57,0,0,18000.0,PEAK_WEDDING,15032.69,2300001.57,0,INR,True
COK-GAU,2025-12-19,COK,GAU,813,6846.96,INR,167,0.9,1143442.32,0,0,,PEAK_WEDDING,6846.96,1143442.32,0,INR,False
ATQ-IXB,2025-12-19,ATQ,IXB,2209,173.15,USD,166,0.89,28742.9,0,0,18000.0,PEAK_WEDDING,14371.45,2385660.7,0,INR,True
MAA-GOI,2025-12-19,MAA,GOI,519,6553.34,INR,172,0.92,1127174.48,0,0,,PEAK_WEDDING,6553.34,1127174.48,0,INR,False
MAA-PNQ,2025-12-19,MAA,PNQ,1052,9647.67,INR,93,0.5,897233.31,0,0,,PEAK_WEDDING,9647.67,897233.31,0,INR,False
BHO-PAT,2025-12-19,BHO,PAT,1571,135.18,USD,183,0.98,24737.94,0,0,18000.0,PEAK_WEDDING,11219.94,2053249.0199999998,0,INR,True
GOI-COK,2025-12-19,GOI,COK,608,77.86,USD,97,0.52,7552.42,0,0,,PEAK_WEDDING,6462.38,626850.86,0,INR,False
GOI-IXC,2025-12-19,GOI,IXC,477,70.06,USD,136,0.73,9528.16,0,0,,PEAK_WEDDING,5814.9800000000005,790837.28,0,INR,False
PAT-SXR,2025-12-19,PAT,SXR,2313,14687.54,INR,184,0.99,2702507.36,0,0,18000.0,PEAK_WEDDING,14687.54,2702507.36,0,INR,True
COK-IXC,2025-12-19,COK,IXC,946,97.98,USD,82,0.44,8034.36,0,0,,PEAK_WEDDING,8132.34,666851.88,0,INR,False
PNQ-COK,2025-12-19,PNQ,COK,762,7293.78,INR,138,0.74,1006541.64,0,0,,PEAK_WEDDING,7293.78,1006541.64,0,INR,False
CCU-BHO,2025-12-19,CCU,BHO,1321,11608.01,INR,167,0.9,1938537.67,0,0,,PEAK_WEDDING,11608.01,1938537.67,0,INR,False
SXR-PAT,2025-12-19,SXR,PAT,349,5237.75,INR,89,0.48,466159.75,0,0,,PEAK_WEDDING,5237.75,466159.75,0,INR,False
LKO-IXB,2025-12-19,LKO,IXB,2746,205.12,USD,113,0.61,23178.56,0,0,18000.0,PEAK_WEDDING,17024.96,1923820.4800000002,0,INR,True
CCU-IXC,2025-12-19,CCU,IXC,2031,12697.3,INR,120,0.65,1523676.0,0,0,18000.0,PEAK_WEDDING,12697.3,1523676.0,0,INR,True
HYD-PNQ,2025-12-19,HYD,PNQ,907,9075.91,INR,120,0.65,1089109.2,0,0,,PEAK_WEDDING,9075.91,1089109.2,0,INR,False
BLR-HYD,2025-12-19,BLR,HYD,648,7479.98,INR,166,0.89,1241676.68,0,0,,PEAK_WEDDING,7479.98,1241676.68,0,INR,False
IXC-SXR,2025-12-19,IXC,SXR,1912,12501.51,INR,92,0.49,1150138.92,0,0,18000.0,PEAK_WEDDING,12501.51,1150138.92,0,INR,True
LKO-VNS,2025-12-19,LKO,VNS,713,7527.72,INR,94,0.51,707605.68,0,0,,PEAK_WEDDING,7527.72,707605.68,0,INR,False
JAI-BOM,2025-12-19,JAI,BOM,1933,14853.9,INR,131,0.7,1945860.9,0,0,18000.0,PEAK_WEDDING,14853.9,1945860.9,0,INR,True
DEL-BOM,2025-12-19,DEL,BOM,1710,10346.07,INR,185,0.99,1914022.95,0,0,18000.0,PEAK_WEDDING,10346.07,1914022.95,0,INR,True
IXB-VNS,2025-12-19,IXB,VNS,2776,17430.77,INR,136,0.73,2370584.72,0,0,18000.0,PEAK_WEDDING,17430.77,2370584.72,0,INR,True
AMD-ATQ,2025-12-19,AMD,ATQ,1601,13174.94,INR,165,0.89,2173865.1,0,0,18000.0,PEAK_WEDDING,13174.94,2173865.1,0,INR,True
BHO-IXC,2025-12-19,BHO,IXC,1139,10485.11,INR,93,0.5,975115.23,0,0,,PEAK_WEDDING,10485.11,975115.23,0,INR,False
IXB-BHO,2025-12-19,IXB,BHO,2059,12450.95,INR,99,0.53,1232644.05,0,0,18000.0,PEAK_WEDDING,12450.95,1232644.05,0,INR,True
JAI-BLR,2025-12-19,JAI,BLR,1636,139.05,USD,141,0.76,19606.05,0,0,18000.0,PEAK_WEDDING,11541.150000000001,1627302.15,0,INR,True
CCU-LKO,2025-12-19,CCU,LKO,1232,10604.38,INR,148,0.8,1569448.24,0,0,,PEAK_WEDDING,10604.38,1569448.24,0,INR,False
LKO-PAT,2025-12-19,LKO,PAT,2550,15868.36,INR,102,0.55,1618572.72,0,0,18000.0,PEAK_WEDDING,15868.36,1618572.72,0,INR,True
VNS-AMD,2025-12-19,VNS,AMD,1958,14219.41,INR,185,0.99,2630590.85,0,0,18000.0,PEAK_WEDDING,14219.41,2630590.85,0,INR,True
VNS-PNQ,2025-12-19,VNS,PNQ,1267,9675.4,INR,103,0.55,996566.2,0,0,,PEAK_WEDDING,9675.4,996566.2,0,INR,False
MAA-PAT,2025-12-19,MAA,PAT,714,6506.66,INR,101,0.54,657172.66,0,0,,PEAK_WEDDING,6506.66,657172.66,0,INR,False
COK-VNS,2025-12-19,COK,VNS,560,6129.46,INR,170,0.91,1042008.2,0,0,,PEAK_WEDDING,6129.46,1042008.2,0,INR,False
LKO-PNQ,2025-12-19,LKO,PNQ,666,6912.69,INR,149,0.8,1029990.81,0,0,,PEAK_WEDDING,6912.69,1029990.81,0,INR,False
AMD-IXB,2025-12-19,AMD,IXB,2297,16876.17,INR,86,0.46,1451350.62,0,0,18000.0,PEAK_WEDDING,16876.17,1451350.62,0,INR,True
PAT-BLR,2025-12-19,PAT,BLR,1229,10806.26,INR,169,0.91,1826257.94,0,0,,PEAK_WEDDING,10806.26,1826257.94,0,INR,False
HYD-VNS,2025-12-19,HYD,VNS,990,7341.85,INR,126,0.68,925073.1,0,0,,PEAK_WEDDING,7341.85,925073.1,0,INR,False
CCU-PNQ,2025-12-19,CCU,PNQ,370,5715.48,INR,85,0.46,485815.8,0,0,,PEAK_WEDDING,5715.48,485815.8,0,INR,False
PAT-DEL,2025-12-19,PAT,DEL,2177,14682.98,INR,156,0.84,2290544.88,0,0,18000.0,PEAK_WEDDING,14682.98,2290544.88,0,INR,True
LKO-DEL,2025-12-19,LKO,DEL,723,7530.12,INR,186,1.0,1400602.32,0,0,,PEAK_WEDDING,7530.12,1400602.32,0,INR,False
LKO-SXR,2025-12-19,LKO,SXR,825,90.77,USD,145,0.78,13161.65,0,0,,PEAK_WEDDING,7533.91,1092416.95,0,INR,False
BLR-PNQ,2025-12-19,BLR,PNQ,684,7235.83,INR,179,0.96,1295213.57,0,0,,PEAK_WEDDING,7235.83,1295213.57,0,INR,False
SXR-BOM,2025-12-19,SXR,BOM,1964,11868.86,INR,98,0.53,1163148.28,0,0,18000.0,PEAK_WEDDING,11868.86,1163148.28,0,INR,True
JAI-COK,2025-12-19,JAI,COK,1188,9664.34,INR,157,0.84,1517301.38,0,0,,PEAK_WEDDING,9664.34,1517301.38,0,INR,False
BLR-IXC,2025-12-19,BLR,IXC,2685,19447.0,INR,82,0.44,1594654.0,0,0,18000.0,PEAK_WEDDING,19447.0,1594654.0,0,INR,True
CCU-PAT,2025-12-19,CCU,PAT,1604,11065.13,INR,126,0.68,1394206.38,0,0,18000.0,PEAK_WEDDING,11065.13,1394206.38,0,INR,True
BHO-JAI,2025-12-19,BHO,JAI,1944,157.38,USD,163,0.88,25652.94,0,0,18000.0,PEAK_WEDDING,13062.539999999999,2129194.02,0,INR,True
PAT-LKO,2025-12-19,PAT,LKO,2303,12855.72,INR,132,0.71,1696955.04,0,0,18000.0,PEAK_WEDDING,12855.72,1696955.04,0,INR,True
BOM-BHO,2025-12-19,BOM,BHO,1057,9261.3,INR,111,0.6,1028004.3,0,0,,PEAK_WEDDING,9261.3,1028004.3,0,INR,False
HYD-PAT,2025-12-19,HYD,PAT,884,7936.73,INR,118,0.63,936534.14,0,0,,PEAK_WEDDING,7936.73,936534.14,0,INR,False
IXB-GOI,2025-12-19,IXB,GOI,2349,13766.15,INR,124,0.67,1707002.6,0,0,18000.0,PEAK_WEDDING,13766.15,1707002.6,0,INR,True
ATQ-AMD,2025-12-19,ATQ,AMD,2212,12685.82,INR,98,0.53,1243210.36,0,0,18000.0,PEAK_WEDDING,12685.82,1243210.36,0,INR,True
BLR-BOM,2025-12-19,BLR,BOM,1675,13136.91,INR,148,0.8,1944262.68,0,0,18000.0,PEAK_WEDDING,13136.91,1944262.68,0,INR,True
BLR-LKO,2025-12-19,BLR,LKO,1178,8197.53,INR,105,0.56,860740.65,0,0,,PEAK_WEDDING,8197.53,860740.65,0,INR,False
BHO-PNQ,2025-12-19,BHO,PNQ,1691,11982.48,INR,93,0.5,1114370.64,0,0,18000.0,PEAK_WEDDING,11982.48,1114370.64,0,INR,True
BOM-HYD,2025-12-19,BOM,HYD,1214,8386.09,INR,174,0.94,1459179.66,0,0,,PEAK_WEDDING,8386.09,1459179.66,0,INR,False
IXB-HYD,2025-12-19,IXB,HYD,2615,16560.19,INR,102,0.55,1689139.38,0,0,18000.0,PEAK_WEDDING,16560.19,1689139.38,0,INR,True
PAT-COK,2025-12-19,PAT,COK,1133,8965.66,INR,145,0.78,1300020.7,0,0,,PEAK_WEDDING,8965.66,1300020.7,0,INR,False
PAT-JAI,2025-12-19,PAT,JAI,2694,202.02,USD,142,0.76,28686.84,0,0,18000.0,PEAK_WEDDING,16767.66,2381007.72,0,INR,True
BOM-ATQ,2025-12-19,BOM,ATQ,1914,13819.87,INR,140,0.75,1934781.8,0,0,18000.0,PEAK_WEDDING,13819.87,1934781.8,0,INR,True
HYD-MAA,2025-12-19,HYD,MAA,1984,11854.62,INR,166,0.89,1967866.92,0,0,18000.0,PEAK_WEDDING,11854.62,1967866.92,0,INR,True
GOI-BHO,2025-12-19,GOI,BHO,1549,11296.0,INR,182,0.98,2055872.0,0,0,18000.0,PEAK_WEDDING,11296.0,2055872.0,0,INR,True
HYD-AMD,2025-12-19,HYD,AMD,2797,18064.74,INR,170,0.91,3071005.8,0,0,18000.0,PEAK_WEDDING,18064.74,3071005.8,0,INR,True
VNS-CCU,2025-12-19,VNS,CCU,761,7266.6,INR,153,0.82,1111789.8,0,0,,PEAK_WEDDING,7266.6,1111789.8,0,INR,False
DEL-BLR,2025-12-19,DEL,BLR,1212,10923.8,INR,148,0.8,1616722.4,0,0,,PEAK_WEDDING,10923.8,1616722.4,0,INR,False
GAU-SXR,2025-12-19,GAU,SXR,2147,14942.16,INR,108,0.58,1613753.28,0,0,18000.0,PEAK_WEDDING,14942.16,1613753.28,0,INR,True
CCU-BOM,2025-12-19,CCU,BOM,1754,146.07,USD,134,0.72,19573.38,0,0,18000.0,PEAK_WEDDING,12123.81,1624590.54,0,INR,True
LKO-ATQ,2025-12-19,LKO,ATQ,1508,11634.17,INR,146,0.78,1698588.82,0,0,18000.0,PEAK_WEDDING,11634.17,1698588.82,0,INR,True
