staff_code,week_number,year,fdtl_phase,night_landings,night_landing_limit,actual_rest_hrs,required_rest_hrs,compliant,reported_by,verified
SC12403,44,2025,Phase_I,2,6,47.3,36,YES,Manual Entry,
SC12403,45,2025,Phase_II,6,2,31.2,48,NO,Ops Control,True
SC12403,46,2025,Phase_II,5,2,43.5,48,NO,Manual Entry,
SC12403,47,2025,Phase_II,7,2,67.8,48,NO,HR System,
SC12403,48,2025,Phase_II,7,2,66.6,48,NO,HR System,True
SC12403,49,2025,Phase_II,7,2,36.9,48,NO,Manual Entry,False
SC12403,50,2025,Phase_II,2,2,65.9,48,YES,Ops Control,False
SC12404,44,2025,Phase_I,4,6,39.5,36,YES,Ops Control,
SC12404,45,2025,Phase_II,8,2,43.2,48,NO,Manual Entry,False
SC12404,46,2025,Phase_II,4,2,66.7,48,NO,Manual Entry,True
SC12404,47,2025,Phase_II,0,2,46.4,48,NO,HR System,
SC12404,48,2025,Phase_II,3,2,66.6,48,NO,Manual Entry,False
SC12404,49,2025,Phase_II,8,2,65.4,48,NO,Ops Control,True
SC12404,50,2025,Phase_II,6,2,65.4,48,NO,Manual Entry,False
SC12405,44,2025,Phase_I,6,6,67.8,36,YES,Ops Control,True
SC12405,45,2025,Phase_II,4,2,41.0,48,NO,HR System,
SC12405,46,2025,Phase_II,2,2,45.3,48,NO,Ops Control,False
SC12405,47,2025,Phase_II,5,2,47.8,48,NO,HR System,
SC12405,48,2025,Phase_II,3,2,35.8,48,NO,HR System,
SC12405,49,2025,Phase_II,4,2,57.0,48,NO,HR System,False
SC12405,50,2025,Phase_II,0,2,36.3,48,NO,Manual Entry,True
SC12406,44,2025,Phase_I,2,6,31.1,36,NO,HR System,
SC12406,45,2025,Phase_II,1,2,49.1,48,YES,Manual Entry,True
SC12406,46,2025,Phase_II,5,2,66.9,48,NO,HR System,
SC12406,47,2025,Phase_II,7,2,39.3,48,NO,Ops Control,
SC12406,48,2025,Phase_II,7,2,48.7,48,NO,Manual Entry,
SC12406,49,2025,Phase_II,4,2,41.7,48,NO,Ops Control,True
SC12406,50,2025,Phase_II,6,2,55.1,48,NO,HR System,
SC12407,44,2025,Phase_I,5,6,67.6,36,YES,HR System,False
SC12407,45,2025,Phase_II,4,2,30.2,48,NO,HR System,False
SC12407,46,2025,Phase_II,5,2,47.3,48,NO,Ops Control,False
SC12407,47,2025,Phase_II,0,2,45.6,48,NO,HR System,
SC12407,48,2025,Phase_II,3,2,45.7,48,NO,HR System,
SC12407,49,2025,Phase_II,5,2,46.8,48,NO,Ops Control,
SC12407,50,2025,Phase_II,8,2,32.4,48,NO,Ops Control,False
SC12408,44,2025,Phase_I,4,6,48.7,36,YES,Manual Entry,False
SC12408,45,2025,Phase_II,4,2,70.5,48,NO,Ops Control,True
SC12408,46,2025,Phase_II,4,2,28.4,48,NO,HR System,True
SC12408,47,2025,Phase_II,2,2,53.5,48,YES,HR System,False
SC12408,48,2025,Phase_II,1,2,54.1,48,YES,Manual Entry,
SC12408,49,2025,Phase_II,0,2,53.4,48,YES,Ops Control,False
SC12408,50,2025,Phase_II,2,2,71.3,48,YES,HR System,True
SC12409,44,2025,Phase_I,4,6,35.7,36,NO,Manual Entry,
SC12409,45,2025,Phase_II,4,2,41.3,48,NO,Manual Entry,
SC12409,46,2025,Phase_II,4,2,69.1,48,NO,Manual Entry,False
SC12409,47,2025,Phase_II,4,2,62.6,48,NO,Ops Control,True
SC12409,48,2025,Phase_II,2,2,60.3,48,YES,Manual Entry,
SC12409,49,2025,Phase_II,6,2,43.5,48,NO,HR System,False
SC12409,50,2025,Phase_II,3,2,42.0,48,NO,Manual Entry,
SC12410,44,2025,Phase_I,0,6,47.6,36,YES,Manual Entry,True
SC12410,45,2025,Phase_II,5,2,43.5,48,NO,Ops Control,False
SC12410,46,2025,Phase_II,2,2,70.1,48,YES,HR System,True
SC12410,47,2025,Phase_II,5,2,36.1,48,NO,HR System,
SC12410,48,2025,Phase_II,0,2,59.0,48,YES,Ops Control,
SC12410,49,2025,Phase_II,2,2,33.5,48,NO,Manual Entry,False
SC12410,50,2025,Phase_II,7,2,39.9,48,NO,Ops Control,True
SC12411,44,2025,Phase_I,3,6,70.4,36,YES,Ops Control,False
SC12411,45,2025,Phase_II,1,2,52.7,48,YES,HR System,
SC12411,46,2025,Phase_II,5,2,40.6,48,NO,Manual Entry,False
SC12411,47,2025,Phase_II,2,2,45.4,48,NO,Ops Control,
SC12411,48,2025,Phase_II,6,2,56.7,48,NO,HR System,False
SC12411,49,2025,Phase_II,5,2,50.4,48,NO,HR System,False
SC12411,50,2025,Phase_II,4,2,42.0,48,NO,HR System,True
SC12412,44,2025,Phase_I,6,6,59.0,36,YES,Manual Entry,
SC12412,45,2025,Phase_II,5,2,59.1,48,NO,HR System,
SC12412,46,2025,Phase_II,1,2,49.7,48,YES,HR System,True
SC12412,47,2025,Phase_II,2,2,64.0,48,YES,HR System,
SC12412,48,2025,Phase_II,1,2,48.0,48,YES,HR System,True
SC12412,49,2025,Phase_II,1,2,61.4,48,YES,Manual Entry,False
SC12412,50,2025,Phase_II,1,2,30.7,48,NO,Manual Entry,
SC12413,44,2025,Phase_I,6,6,69.9,36,YES,Ops Control,True
SC12413,45,2025,Phase_II,4,2,65.6,48,NO,Ops Control,True
SC12413,46,2025,Phase_II,8,2,32.5,48,NO,HR System,
SC12413,47,2025,Phase_II,1,2,67.6,48,YES,Ops Control,True
SC12413,48,2025,Phase_II,5,2,63.7,48,NO,Manual Entry,False
SC12413,49,2025,Phase_II,8,2,56.0,48,YES,HR System,True
SC12413,50,2025,Phase_II,6,2,41.1,48,NO,Manual Entry,False
SC12414,44,2025,Phase_I,5,6,67.4,36,YES,HR System,False
SC12414,45,2025,Phase_II,2,2,57.7,48,YES,Manual Entry,True
SC12414,46,2025,Phase_II,3,2,45.8,48,NO,Ops Control,True
SC12414,47,2025,Phase_II,3,2,41.4,48,NO,HR System,
SC12414,48,2025,Phase_II,7,2,60.4,48,NO,HR System,True
SC12414,49,2025,Phase_II,7,2,43.8,48,NO,HR System,False
SC12414,50,2025,Phase_II,0,2,38.8,48,NO,Manual Entry,False
SC12415,44,2025,Phase_I,7,6,59.5,36,NO,Ops Control,False
SC12415,45,2025,Phase_II,1,2,69.6,48,YES,Manual Entry,
SC12415,46,2025,Phase_II,2,2,57.1,48,YES,Manual Entry,False
SC12415,47,2025,Phase_II,6,2,68.5,48,NO,Ops Control,
SC12415,48,2025,Phase_II,0,2,52.8,48,YES,Manual Entry,True
SC12415,49,2025,Phase_II,6,2,43.5,48,NO,Ops Control,
SC12415,50,2025,Phase_II,0,2,38.7,48,YES,Ops Control,True
SC12416,44,2025,Phase_I,2,6,33.4,36,NO,HR System,True
SC12416,45,2025,Phase_II,4,2,42.1,48,NO,Manual Entry,
SC12416,46,2025,Phase_II,8,2,33.3,48,YES,Manual Entry,
SC12416,47,2025,Phase_II,4,2,63.6,48,NO,HR System,True
SC12416,48,2025,Phase_II,6,2,66.1,48,NO,Ops Control,False
SC12416,49,2025,Phase_II,7,2,67.1,48,NO,Ops Control,
SC12416,50,2025,Phase_II,4,2,54.2,48,NO,Manual Entry,
SC12417,44,2025,Phase_I,1,6,57.5,36,YES,Ops Control,
SC12417,45,2025,Phase_II,6,2,45.6,48,NO,HR System,
SC12417,46,2025,Phase_II,6,2,28.9,48,NO,Manual Entry,False
SC12417,47,2025,Phase_II,8,2,32.9,48,NO,Manual Entry,
SC12417,48,2025,Phase_II,7,2,36.3,48,NO,Manual Entry,False
SC12417,49,2025,Phase_II,3,2,61.6,48,NO,Ops Control,
SC12417,50,2025,Phase_II,0,2,60.0,48,YES,Manual Entry,
SC12418,44,2025,Phase_I,8,6,35.1,36,NO,Ops Control,
SC12418,45,2025,Phase_II,0,2,33.8,48,YES,HR System,
SC12418,46,2025,Phase_II,3,2,60.0,48,NO,Ops Control,
SC12418,47,2025,Phase_II,5,2,70.2,48,NO,HR System,
SC12418,48,2025,Phase_II,5,2,71.7,48,NO,HR System,False
SC12418,49,2025,Phase_II,4,2,46.3,48,NO,Ops Control,
SC12418,50,2025,Phase_II,5,2,31.5,48,NO,HR System,True
SC12419,44,2025,Phase_I,2,6,63.5,36,YES,Ops Control,False
SC12419,45,2025,Phase_II,4,2,67.4,48,YES,Manual Entry,True
SC12419,46,2025,Phase_II,3,2,28.1,48,NO,HR System,False
SC12419,47,2025,Phase_II,3,2,52.6,48,NO,HR System,False
SC12419,48,2025,Phase_II,4,2,69.1,48,NO,Manual Entry,
SC12419,49,2025,Phase_II,7,2,44.2,48,NO,Manual Entry,
SC12419,50,2025,Phase_II,7,2,45.2,48,NO,Manual Entry,False
SC12420,44,2025,Phase_I,0,6,57.4,36,YES,Manual Entry,False
SC12420,45,2025,Phase_II,8,2,51.9,48,NO,Manual Entry,True
SC12420,46,2025,Phase_II,8,2,32.0,48,NO,Manual Entry,False
SC12420,47,2025,Phase_II,5,2,37.7,48,NO,HR System,False
SC12420,48,2025,Phase_II,6,2,37.0,48,NO,Manual Entry,
SC12420,49,2025,Phase_II,5,2,35.5,48,NO,Ops Control,True
SC12420,50,2025,Phase_II,1,2,71.9,48,YES,Manual Entry,True
SC12421,44,2025,Phase_I,1,6,62.3,36,YES,HR System,
SC12421,45,2025,Phase_II,5,2,56.9,48,NO,Ops Control,False
SC12421,46,2025,Phase_II,1,2,61.1,48,YES,HR System,
SC12421,47,2025,Phase_II,5,2,67.8,48,NO,HR System,
SC12421,48,2025,Phase_II,8,2,53.7,48,NO,Manual Entry,True
SC12421,49,2025,Phase_II,3,2,52.7,48,NO,HR System,True
SC12421,50,2025,Phase_II,0,2,63.2,48,YES,Manual Entry,False
SC12422,44,2025,Phase_I,4,6,59.5,36,YES,Ops Control,True
SC12422,45,2025,Phase_II,3,2,66.7,48,NO,Manual Entry,False
SC12422,46,2025,Phase_II,4,2,67.1,48,NO,Manual Entry,True
SC12422,47,2025,Phase_II,7,2,46.5,48,NO,HR System,
SC12422,48,2025,Phase_II,5,2,64.7,48,NO,Ops Control,
SC12422,49,2025,Phase_II,7,2,52.2,48,NO,HR System,
SC12422,50,2025,Phase_II,2,2,54.2,48,YES,Ops Control,
SC12423,44,2025,Phase_I,8,6,60.9,36,YES,Ops Control,
SC12423,45,2025,Phase_II,0,2,38.2,48,NO,Ops Control,True
SC12423,46,2025,Phase_II,3,2,68.1,48,NO,Manual Entry,
SC12423,47,2025,Phase_II,2,2,63.5,48,YES,Ops Control,False
SC12423,48,2025,Phase_II,4,2,47.6,48,NO,HR System,False
SC12423,49,2025,Phase_II,4,2,71.2,48,NO,Ops Control,False
SC12423,50,2025,Phase_II,7,2,34.8,48,NO,HR System,False
SC12424,44,2025,Phase_I,8,6,34.2,36,NO,HR System,
SC12424,45,2025,Phase_II,3,2,35.0,48,NO,HR System,False
SC12424,46,2025,Phase_II,3,2,29.7,48,NO,Manual Entry,False
SC12424,47,2025,Phase_II,8,2,54.5,48,NO,Manual Entry,True
SC12424,48,2025,Phase_II,7,2,47.9,48,NO,Ops Control,False
SC12424,49,2025,Phase_II,8,2,39.0,48,NO,HR System,False
SC12424,50,2025,Phase_II,5,2,70.0,48,NO,Manual Entry,True
SC12425,44,2025,Phase_I,0,6,52.4,36,YES,Manual Entry,True
SC12425,45,2025,Phase_II,3,2,60.7,48,NO,Ops Control,
SC12425,46,2025,Phase_II,3,2,56.3,48,NO,Manual Entry,False
SC12425,47,2025,Phase_II,0,2,71.1,48,YES,Ops Control,
SC12425,48,2025,Phase_II,7,2,33.1,48,NO,Ops Control,True
SC12425,49,2025,Phase_II,0,2,48.3,48,YES,Manual Entry,False
SC12425,50,2025,Phase_II,7,2,30.5,48,NO,Manual Entry,True
SC12426,44,2025,Phase_I,1,6,32.3,36,NO,HR System,
SC12426,45,2025,Phase_II,8,2,51.8,48,NO,Manual Entry,True
SC12426,46,2025,Phase_II,3,2,71.4,48,NO,HR System,
SC12426,47,2025,Phase_II,4,2,61.7,48,NO,Ops Control,
SC12426,48,2025,Phase_II,5,2,62.1,48,NO,Ops Control,False
SC12426,49,2025,Phase_II,7,2,54.1,48,NO,HR System,
SC12426,50,2025,Phase_II,0,2,46.7,48,NO,Ops Control,
SC12427,44,2025,Phase_I,4,6,35.5,36,NO,Manual Entry,False
SC12427,45,2025,Phase_II,5,2,51.1,48,NO,Manual Entry,False
SC12427,46,2025,Phase_II,4,2,43.6,48,YES,Ops Control,False
SC12427,47,2025,Phase_II,2,2,46.6,48,YES,Ops Control,True
SC12427,48,2025,Phase_II,4,2,47.4,48,NO,Manual Entry,True
SC12427,49,2025,Phase_II,0,2,67.8,48,YES,HR System,False
SC12427,50,2025,Phase_II,2,2,35.1,48,NO,Ops Control,True
SC12428,44,2025,Phase_I,3,6,54.9,36,YES,Ops Control,True
SC12428,45,2025,Phase_II,8,2,50.0,48,NO,Manual Entry,
SC12428,46,2025,Phase_II,5,2,53.5,48,NO,HR System,True
SC12428,47,2025,Phase_II,8,2,34.4,48,NO,Ops Control,True
SC12428,48,2025,Phase_II,2,2,70.6,48,YES,HR System,False
SC12428,49,2025,Phase_II,8,2,28.8,48,NO,Manual Entry,False
SC12428,50,2025,Phase_II,4,2,32.9,48,NO,Manual Entry,
SC12429,44,2025,Phase_I,0,6,37.7,36,YES,Ops Control,False
SC12429,45,2025,Phase_II,1,2,29.4,48,NO,Ops Control,
SC12429,46,2025,Phase_II,4,2,51.0,48,NO,HR System,
SC12429,47,2025,Phase_II,4,2,44.3,48,NO,HR System,False
SC12429,48,2025,Phase_II,1,2,70.5,48,YES,Manual Entry,False
SC12429,49,2025,Phase_II,2,2,57.2,48,YES,Ops Control,False
SC12429,50,2025,Phase_II,4,2,62.5,48,NO,Ops Control,True
SC12430,44,2025,Phase_I,5,6,72.0,36,YES,Manual Entry,
SC12430,45,2025,Phase_II,5,2,55.5,48,YES,Manual Entry,
SC12430,46,2025,Phase_II,8,2,53.9,48,NO,Manual Entry,False
SC12430,47,2025,Phase_II,6,2,68.2,48,NO,Ops Control,
SC12430,48,2025,Phase_II,0,2,68.1,48,YES,Ops Control,
SC12430,49,2025,Phase_II,3,2,31.5,48,NO,Manual Entry,
SC12430,50,2025,Phase_II,2,2,60.1,48,YES,HR System,False
SC12431,44,2025,Phase_I,7,6,31.9,36,NO,Ops Control,True
SC12431,45,2025,Phase_II,7,2,71.4,48,NO,HR System,False
SC12431,46,2025,Phase_II,0,2,62.8,48,YES,Ops Control,
SC12431,47,2025,Phase_II,1,2,55.4,48,YES,Ops Control,True
SC12431,48,2025,Phase_II,8,2,67.9,48,NO,Manual Entry,False
SC12431,49,2025,Phase_II,0,2,39.5,48,NO,HR System,True
SC12431,50,2025,Phase_II,2,2,59.9,48,YES,HR System,True
SC12432,44,2025,Phase_I,7,6,67.7,36,NO,Ops Control,False
SC12432,45,2025,Phase_II,0,2,71.1,48,YES,Manual Entry,False
SC12432,46,2025,Phase_II,4,2,50.1,48,NO,Manual Entry,True
SC12432,47,2025,Phase_II,8,2,30.9,48,NO,Ops Control,
SC12432,48,2025,Phase_II,4,2,36.4,48,NO,Ops Control,True
SC12432,49,2025,Phase_II,1,2,59.0,48,YES,Ops Control,
SC12432,50,2025,Phase_II,7,2,47.8,48,NO,HR System,True
SC12433,44,2025,Phase_I,0,6,60.9,36,YES,HR System,False
SC12433,45,2025,Phase_II,4,2,62.3,48,NO,HR System,False
SC12433,46,2025,Phase_II,5,2,35.3,48,NO,HR System,False
SC12433,47,2025,Phase_II,8,2,34.5,48,NO,Ops Control,True
SC12433,48,2025,Phase_II,5,2,71.9,48,NO,HR System,True
SC12433,49,2025,Phase_II,4,2,44.3,48,NO,Manual Entry,False
SC12433,50,2025,Phase_II,4,2,29.0,48,YES,Manual Entry,False
SC12434,44,2025,Phase_I,1,6,64.1,36,YES,Ops Control,
SC12434,45,2025,Phase_II,4,2,64.2,48,NO,Ops Control,
SC12434,46,2025,Phase_II,8,2,30.4,48,NO,Ops Control,False
SC12434,47,2025,Phase_II,3,2,67.6,48,NO,Manual Entry,
SC12434,48,2025,Phase_II,7,2,61.3,48,NO,Manual Entry,True
SC12434,49,2025,Phase_II,7,2,58.8,48,NO,Ops Control,True
SC12434,50,2025,Phase_II,8,2,44.2,48,NO,HR System,
SC12435,44,2025,Phase_I,6,6,28.3,36,NO,Ops Control,False
SC12435,45,2025,Phase_II,1,2,41.9,48,NO,Ops Control,False
SC12435,46,2025,Phase_II,7,2,50.4,48,NO,HR System,
SC12435,47,2025,Phase_II,7,2,43.8,48,YES,Ops Control,
SC12435,48,2025,Phase_II,6,2,71.6,48,NO,HR System,False
SC12435,49,2025,Phase_II,7,2,60.8,48,NO,Ops Control,False
SC12435,50,2025,Phase_II,4,2,52.3,48,NO,Ops Control,True
SC12436,44,2025,Phase_I,4,6,65.3,36,YES,Manual Entry,True
SC12436,45,2025,Phase_II,5,2,63.9,48,NO,HR System,True
SC12436,46,2025,Phase_II,5,2,33.7,48,NO,HR System,False
SC12436,47,2025,Phase_II,0,2,71.3,48,YES,Ops Control,
SC12436,48,2025,Phase_II,8,2,33.0,48,NO,HR System,False
SC12436,49,2025,Phase_II,7,2,31.5,48,NO,Manual Entry,False
SC12436,50,2025,Phase_II,4,2,47.6,48,NO,Ops Control,True
SC12437,44,2025,Phase_I,7,6,41.6,36,NO,Ops Control,True
SC12437,45,2025,Phase_II,8,2,64.7,48,NO,Manual Entry,False
SC12437,46,2025,Phase_II,3,2,51.4,48,NO,Manual Entry,True
SC12437,47,2025,Phase_II,1,2,61.5,48,YES,Ops Control,
SC12437,48,2025,Phase_II,8,2,59.5,48,NO,Manual Entry,False
SC12437,49,2025,Phase_II,2,2,40.3,48,NO,Ops Control,False
SC12437,50,2025,Phase_II,1,2,57.3,48,YES,Manual Entry,True
SC12438,44,2025,Phase_I,0,6,42.3,36,YES,HR System,
SC12438,45,2025,Phase_II,3,2,52.0,48,NO,Ops Control,
SC12438,46,2025,Phase_II,7,2,39.5,48,NO,Manual Entry,
SC12438,47,2025,Phase_II,5,2,32.2,48,NO,Ops Control,
SC12438,48,2025,Phase_II,6,2,30.4,48,NO,Manual Entry,True
SC12438,49,2025,Phase_II,0,2,49.3,48,YES,Manual Entry,True
SC12438,50,2025,Phase_II,0,2,29.5,48,NO,Ops Control,True
SC12439,44,2025,Phase_I,2,6,65.3,36,YES,HR System,True
SC12439,45,2025,Phase_II,3,2,38.4,48,NO,HR System,True
SC12439,46,2025,Phase_II,5,2,48.2,48,NO,Ops Control,
SC12439,47,2025,Phase_II,2,2,50.7,48,YES,HR System,
SC12439,48,2025,Phase_II,7,2,39.6,48,NO,Manual Entry,
SC12439,49,2025,Phase_II,1,2,31.2,48,NO,Ops Control,True
SC12439,50,2025,Phase_II,7,2,44.9,48,NO,Ops Control,
SC12440,44,2025,Phase_I,6,6,56.9,36,YES,Manual Entry,
SC12440,45,2025,Phase_II,2,2,67.2,48,YES,Manual Entry,False
SC12440,46,2025,Phase_II,8,2,34.4,48,NO,HR System,False
SC12440,47,2025,Phase_II,5,2,29.2,48,YES,Ops Control,False
SC12440,48,2025,Phase_II,2,2,56.1,48,YES,HR System,True
SC12440,49,2025,Phase_II,1,2,61.8,48,YES,HR System,
SC12440,50,2025,Phase_II,7,2,28.6,48,NO,Manual Entry,
SC12441,44,2025,Phase_I,1,6,60.6,36,YES,Ops Control,False
SC12441,45,2025,Phase_II,7,2,30.9,48,NO,HR System,
SC12441,46,2025,Phase_II,0,2,54.6,48,YES,HR System,True
SC12441,47,2025,Phase_II,2,2,28.1,48,NO,Ops Control,True
SC12441,48,2025,Phase_II,3,2,36.8,48,NO,HR System,
SC12441,49,2025,Phase_II,2,2,31.3,48,NO,HR System,False
SC12441,50,2025,Phase_II,6,2,56.1,48,NO,HR System,True
SC12442,44,2025,Phase_I,3,6,36.6,36,YES,HR System,False
SC12442,45,2025,Phase_II,4,2,66.8,48,NO,HR System,True
SC12442,46,2025,Phase_II,5,2,44.1,48,NO,HR System,False
SC12442,47,2025,Phase_II,5,2,61.3,48,NO,Manual Entry,
SC12442,48,2025,Phase_II,2,2,34.0,48,YES,Manual Entry,False
SC12442,49,2025,Phase_II,1,2,57.0,48,YES,Ops Control,False
SC12442,50,2025,Phase_II,4,2,52.5,48,NO,HR System,True
SC12443,44,2025,Phase_I,2,6,51.4,36,YES,HR System,
SC12443,45,2025,Phase_II,3,2,47.9,48,NO,Manual Entry,False
SC12443,46,2025,Phase_II,7,2,65.2,48,NO,HR System,True
SC12443,47,2025,Phase_II,2,2,64.5,48,YES,Manual Entry,False
SC12443,48,2025,Phase_II,0,2,60.8,48,YES,HR System,False
SC12443,49,2025,Phase_II,1,2,39.7,48,NO,Manual Entry,True
SC12443,50,2025,Phase_II,4,2,47.6,48,NO,HR System,True
SC12444,44,2025,Phase_I,6,6,46.4,36,YES,Manual Entry,False
SC12444,45,2025,Phase_II,4,2,55.5,48,NO,HR System,True
SC12444,46,2025,Phase_II,5,2,33.9,48,NO,HR System,True
SC12444,47,2025,Phase_II,7,2,49.3,48,NO,HR System,
SC12444,48,2025,Phase_II,3,2,47.9,48,NO,HR System,False
SC12444,49,2025,Phase_II,4,2,35.2,48,NO,Ops Control,
SC12444,50,2025,Phase_II,7,2,48.3,48,NO,Ops Control,False
SC12445,44,2025,Phase_I,4,6,57.4,36,YES,Ops Control,
SC12445,45,2025,Phase_II,5,2,42.7,48,NO,Manual Entry,False
SC12445,46,2025,Phase_II,5,2,44.1,48,NO,HR System,False
SC12445,47,2025,Phase_II,0,2,65.5,48,YES,HR System,
SC12445,48,2025,Phase_II,1,2,53.1,48,YES,Manual Entry,
SC12445,49,2025,Phase_II,6,2,37.4,48,NO,Manual Entry,True
SC12445,50,2025,Phase_II,0,2,50.6,48,YES,Manual Entry,True
SC12446,44,2025,Phase_I,0,6,52.0,36,YES,HR System,
SC12446,45,2025,Phase_II,5,2,53.1,48,NO,HR System,True
SC12446,46,2025,Phase_II,4,2,33.5,48,NO,HR System,False
SC12446,47,2025,Phase_II,6,2,58.2,48,NO,Ops Control,True
SC12446,48,2025,Phase_II,1,2,66.4,48,YES,Manual Entry,False
SC12446,49,2025,Phase_II,5,2,45.8,48,NO,Ops Control,False
SC12446,50,2025,Phase_II,1,2,60.4,48,YES,HR System,
SC12447,44,2025,Phase_I,8,6,33.2,36,NO,Manual Entry,False
SC12447,45,2025,Phase_II,2,2,49.5,48,YES,Manual Entry,False
SC12447,46,2025,Phase_II,6,2,50.2,48,NO,HR System,
SC12447,47,2025,Phase_II,2,2,55.5,48,YES,HR System,
SC12447,48,2025,Phase_II,4,2,50.9,48,NO,HR System,False
SC12447,49,2025,Phase_II,6,2,51.9,48,NO,Manual Entry,
SC12447,50,2025,Phase_II,3,2,35.8,48,NO,Ops Control,
SC12448,44,2025,Phase_I,5,6,45.7,36,YES,HR System,False
SC12448,45,2025,Phase_II,2,2,53.1,48,YES,Manual Entry,False
SC12448,46,2025,Phase_II,5,2,47.7,48,NO,Manual Entry,False
SC12448,47,2025,Phase_II,2,2,56.6,48,YES,Ops Control,True
SC12448,48,2025,Phase_II,1,2,42.0,48,NO,Manual Entry,True
SC12448,49,2025,Phase_II,7,2,51.4,48,NO,HR System,False
SC12448,50,2025,Phase_II,7,2,64.4,48,YES,HR System,True
SC12449,44,2025,Phase_I,0,6,33.5,36,NO,Manual Entry,
SC12449,45,2025,Phase_II,5,2,57.1,48,NO,Manual Entry,True
SC12449,46,2025,Phase_II,1,2,70.6,48,YES,Ops Control,True
SC12449,47,2025,Phase_II,4,2,54.1,48,NO,Ops Control,
SC12449,48,2025,Phase_II,6,2,48.7,48,NO,Manual Entry,
SC12449,49,2025,Phase_II,5,2,35.4,48,NO,HR System,True
SC12449,50,2025,Phase_II,5,2,40.0,48,NO,Ops Control,False
SC12450,44,2025,Phase_I,0,6,64.2,36,YES,Ops Control,True
SC12450,45,2025,Phase_II,0,2,63.5,48,YES,HR System,
SC12450,46,2025,Phase_II,3,2,66.1,48,NO,HR System,False
SC12450,47,2025,Phase_II,8,2,48.3,48,NO,Manual Entry,False
SC12450,48,2025,Phase_II,5,2,37.1,48,NO,Manual Entry,
SC12450,49,2025,Phase_II,7,2,38.0,48,NO,Manual Entry,True
SC12450,50,2025,Phase_II,2,2,43.5,48,NO,Manual Entry,True
SC12451,44,2025,Phase_I,6,6,28.8,36,NO,Ops Control,False
SC12451,45,2025,Phase_II,3,2,49.4,48,NO,HR System,True
SC12451,46,2025,Phase_II,0,2,64.6,48,YES,Manual Entry,
SC12451,47,2025,Phase_II,2,2,31.8,48,NO,HR System,True
SC12451,48,2025,Phase_II,3,2,52.9,48,NO,HR System,True
SC12451,49,2025,Phase_II,0,2,51.6,48,YES,HR System,True
SC12451,50,2025,Phase_II,2,2,48.0,48,YES,HR System,False
SC12452,44,2025,Phase_I,1,6,40.0,36,YES,Ops Control,
SC12452,45,2025,Phase_II,3,2,38.3,48,YES,HR System,
SC12452,46,2025,Phase_II,3,2,36.4,48,NO,HR System,False
SC12452,47,2025,Phase_II,3,2,46.1,48,NO,Ops Control,True
SC12452,48,2025,Phase_II,5,2,54.3,48,NO,HR System,
SC12452,49,2025,Phase_II,0,2,60.1,48,YES,HR System,
SC12452,50,2025,Phase_II,0,2,32.2,48,NO,Ops Control,True
SC12453,44,2025,Phase_I,0,6,56.1,36,YES,HR System,
SC12453,45,2025,Phase_II,0,2,28.8,48,NO,HR System,
SC12453,46,2025,Phase_II,4,2,51.1,48,NO,Manual Entry,
SC12453,47,2025,Phase_II,1,2,53.8,48,YES,Manual Entry,
SC12453,48,2025,Phase_II,2,2,48.7,48,YES,HR System,
SC12453,49,2025,Phase_II,3,2,43.9,48,NO,Manual Entry,
SC12453,50,2025,Phase_II,2,2,59.6,48,YES,Manual Entry,True
SC12454,44,2025,Phase_I,6,6,42.7,36,YES,Manual Entry,True
SC12454,45,2025,Phase_II,1,2,52.2,48,YES,Manual Entry,False
SC12454,46,2025,Phase_II,6,2,30.8,48,NO,Manual Entry,False
SC12454,47,2025,Phase_II,4,2,38.5,48,NO,HR System,False
SC12454,48,2025,Phase_II,4,2,60.2,48,YES,HR System,True
SC12454,49,2025,Phase_II,3,2,60.7,48,NO,Ops Control,False
SC12454,50,2025,Phase_II,4,2,48.7,48,NO,HR System,True
SC12455,44,2025,Phase_I,4,6,48.3,36,YES,Manual Entry,
SC12455,45,2025,Phase_II,8,2,37.0,48,NO,Manual Entry,
SC12455,46,2025,Phase_II,7,2,44.7,48,NO,Manual Entry,
SC12455,47,2025,Phase_II,7,2,41.1,48,NO,HR System,
SC12455,48,2025,Phase_II,0,2,56.3,48,YES,HR System,False
SC12455,49,2025,Phase_II,6,2,45.9,48,NO,Manual Entry,True
SC12455,50,2025,Phase_II,1,2,70.3,48,YES,Ops Control,True
SC12456,44,2025,Phase_I,8,6,38.6,36,NO,Manual Entry,
SC12456,45,2025,Phase_II,3,2,70.6,48,NO,Manual Entry,True
SC12456,46,2025,Phase_II,1,2,62.4,48,YES,Ops Control,False
SC12456,47,2025,Phase_II,5,2,47.3,48,NO,HR System,
SC12456,48,2025,Phase_II,7,2,37.3,48,NO,Manual Entry,False
SC12456,49,2025,Phase_II,8,2,28.9,48,NO,Manual Entry,False
SC12456,50,2025,Phase_II,8,2,29.9,48,NO,Manual Entry,
SC12457,44,2025,Phase_I,0,6,70.4,36,YES,Manual Entry,True
SC12457,45,2025,Phase_II,5,2,34.2,48,NO,Manual Entry,False
SC12457,46,2025,Phase_II,2,2,63.5,48,YES,HR System,
SC12457,47,2025,Phase_II,6,2,36.8,48,NO,Ops Control,
SC12457,48,2025,Phase_II,1,2,35.6,48,NO,Manual Entry,
SC12457,49,2025,Phase_II,3,2,67.6,48,NO,HR System,False
