incident_id,airline,incident_date,incident_type,severity,flights_affected,resolution_hrs,reported_to_dgca,news_coverage,source,reported_to_dgca_missing_flag
INC-00485,AkasaAir,2025-12-11,BAGGAGE,HIGH,1,1.2,True,False,DGCA_FEED,False
INC-00486,AirIndia,2025-12-01,WEATHER,HIGH,38,63.0,,True,DGCA_FEED,True
INC-00487,SpiceJet,2025-11-20,TECHNICAL,MEDIUM,11,4.8,True,False,AIRLINE_REPORT,False
INC-00488,SpiceJet,2025-12-16,BAGGAGE,MEDIUM,13,35.3,,False,DGCA_FEED,True
INC-00489,IndiGo,2025-11-10,WEATHER,HIGH,43,10.2,True,False,AIRLINE_REPORT,False
INC-00490,AkasaAir,2025-12-18,WEATHER,HIGH,20,3.1,True,True,DGCA_FEED,False
INC-00491,AirIndia,2025-12-20,PASSENGER_COMPLAINT,MEDIUM,7,55.1,True,True,AIRLINE_REPORT,False
INC-00492,SpiceJet,2025-11-18,WEATHER,LOW,12,55.9,,False,DGCA_FEED,True
INC-00493,SpiceJet,2025-12-16,SLOT_MISS,CRITICAL,12,55.8,True,True,DGCA_FEED,False
INC-00494,SpiceJet,2025-11-30,PASSENGER_COMPLAINT,LOW,36,33.6,False,False,AIRLINE_REPORT,False
INC-00495,Vistara,2025-11-30,TECHNICAL,MEDIUM,44,32.9,True,True,NEWS_SCRAPE,False
INC-00496,IndiGo,2025-12-24,TECHNICAL,CRITICAL,22,43.0,,True,AIRLINE_REPORT,True
INC-00497,SpiceJet,2025-11-20,CREW_SHORTAGE,LOW,40,24.3,False,False,NEWS_SCRAPE,False
INC-00498,AkasaAir,2025-12-12,SLOT_MISS,CRITICAL,40,25.9,False,True,DGCA_FEED,False
INC-00499,IndiGo,2025-12-23,PASSENGER_COMPLAINT,LOW,17,7.6,True,False,NEWS_SCRAPE,False
INC-00500,AirIndia,2025-12-29,CREW_SHORTAGE,CRITICAL,28,1.2,False,False,NEWS_SCRAPE,False
INC-00501,AirIndia,2025-12-19,TECHNICAL,MEDIUM,2,49.7,,False,NEWS_SCRAPE,True
INC-00502,SpiceJet,2025-12-31,SLOT_MISS,HIGH,36,26.7,True,True,NEWS_SCRAPE,False
INC-00503,Vistara,2025-11-28,CREW_SHORTAGE,MEDIUM,25,20.4,False,True,DGCA_FEED,False
INC-00504,SpiceJet,2025-12-28,ATC_DELAY,MEDIUM,35,11.3,,False,AIRLINE_REPORT,True
INC-00505,IndiGo,2025-12-22,TECHNICAL,HIGH,4,66.0,,True,AIRLINE_REPORT,True
INC-00506,AirIndia,2025-12-18,CREW_SHORTAGE,HIGH,7,66.9,True,True,AIRLINE_REPORT,False
INC-00507,Vistara,2025-11-08,CREW_SHORTAGE,MEDIUM,21,16.8,,True,NEWS_SCRAPE,True
INC-00508,AirIndia,2025-11-14,WEATHER,CRITICAL,40,59.2,False,False,NEWS_SCRAPE,False
INC-00509,AkasaAir,2025-11-07,ATC_DELAY,CRITICAL,9,57.9,,True,AIRLINE_REPORT,True
INC-00510,AirIndia,2025-11-13,PASSENGER_COMPLAINT,LOW,34,70.2,,False,AIRLINE_REPORT,True
INC-00511,IndiGo,2025-11-30,WEATHER,CRITICAL,28,57.9,True,True,NEWS_SCRAPE,False
INC-00512,AirIndia,2025-12-29,TECHNICAL,LOW,35,19.3,False,False,AIRLINE_REPORT,False
INC-00513,IndiGo,2025-11-23,WEATHER,HIGH,40,35.1,False,True,DGCA_FEED,False
INC-00514,SpiceJet,2025-11-07,BAGGAGE,LOW,3,43.0,False,False,NEWS_SCRAPE,False
INC-00515,IndiGo,2025-11-26,SLOT_MISS,MEDIUM,15,26.0,True,False,AIRLINE_REPORT,False
INC-00516,IndiGo,2025-11-19,CREW_SHORTAGE,CRITICAL,7,13.5,False,False,DGCA_FEED,False
INC-00517,SpiceJet,2025-11-21,ATC_DELAY,CRITICAL,2,43.6,False,True,NEWS_SCRAPE,False
INC-00518,AirIndia,2025-11-05,CREW_SHORTAGE,MEDIUM,19,69.4,,True,AIRLINE_REPORT,True
INC-00519,SpiceJet,2025-12-19,SLOT_MISS,MEDIUM,4,9.1,False,False,DGCA_FEED,False
INC-00520,AkasaAir,2025-12-24,BAGGAGE,MEDIUM,18,63.4,True,True,AIRLINE_REPORT,False
INC-00521,IndiGo,2025-12-10,PASSENGER_COMPLAINT,LOW,6,47.5,,True,NEWS_SCRAPE,True
INC-00522,IndiGo,2025-11-12,SLOT_MISS,LOW,35,46.1,,True,DGCA_FEED,True
INC-00523,SpiceJet,2025-12-20,TECHNICAL,MEDIUM,6,34.4,True,True,DGCA_FEED,False
INC-00524,AirIndia,2025-12-03,ATC_DELAY,CRITICAL,9,51.2,,True,DGCA_FEED,True
INC-00525,IndiGo,2025-12-11,BAGGAGE,MEDIUM,14,70.4,False,False,DGCA_FEED,False
INC-00526,IndiGo,2025-12-11,TECHNICAL,LOW,29,38.4,False,False,DGCA_FEED,False
INC-00527,SpiceJet,2025-11-29,SLOT_MISS,LOW,22,8.9,False,False,DGCA_FEED,False
INC-00528,IndiGo,2025-11-15,TECHNICAL,HIGH,33,10.2,True,True,AIRLINE_REPORT,False
INC-00529,SpiceJet,2025-11-19,TECHNICAL,HIGH,10,64.1,True,True,NEWS_SCRAPE,False
INC-00530,IndiGo,2025-12-28,PASSENGER_COMPLAINT,LOW,39,47.7,False,False,DGCA_FEED,False
INC-00531,IndiGo,2025-11-27,SLOT_MISS,MEDIUM,10,14.8,True,True,AIRLINE_REPORT,False
INC-00532,Vistara,2025-12-11,WEATHER,LOW,42,41.7,False,False,NEWS_SCRAPE,False
INC-00533,AirIndia,2025-12-25,CREW_SHORTAGE,HIGH,42,21.8,True,True,AIRLINE_REPORT,False
INC-00534,IndiGo,2025-12-12,CREW_SHORTAGE,HIGH,19,5.3,False,True,DGCA_FEED,False
INC-00535,AirIndia,2025-11-14,BAGGAGE,LOW,25,37.1,True,False,DGCA_FEED,False
INC-00536,SpiceJet,2025-12-29,TECHNICAL,CRITICAL,30,51.6,True,False,NEWS_SCRAPE,False
INC-00537,IndiGo,2025-12-13,TECHNICAL,CRITICAL,15,13.0,,False,NEWS_SCRAPE,True
INC-00538,Vistara,2025-11-28,TECHNICAL,CRITICAL,12,4.8,False,False,DGCA_FEED,False
INC-00539,AirIndia,2025-11-11,CREW_SHORTAGE,LOW,22,58.7,True,True,NEWS_SCRAPE,False
INC-00540,AkasaAir,2025-11-18,BAGGAGE,HIGH,10,67.3,False,False,NEWS_SCRAPE,False
INC-00541,AirIndia,2025-12-14,CREW_SHORTAGE,CRITICAL,26,12.7,,True,DGCA_FEED,True
INC-00542,SpiceJet,2025-12-29,PASSENGER_COMPLAINT,LOW,28,31.9,,False,NEWS_SCRAPE,True
INC-00543,AirIndia,2025-11-26,TECHNICAL,HIGH,19,38.8,False,False,AIRLINE_REPORT,False
INC-00544,Vistara,2025-12-13,PASSENGER_COMPLAINT,LOW,2,25.5,True,True,DGCA_FEED,False
INC-00545,AkasaAir,2025-12-15,BAGGAGE,LOW,20,15.9,True,False,NEWS_SCRAPE,False
INC-00546,AkasaAir,2025-12-02,PASSENGER_COMPLAINT,LOW,22,35.1,False,False,DGCA_FEED,False
INC-00547,SpiceJet,2025-12-18,WEATHER,CRITICAL,32,53.9,,False,DGCA_FEED,True
INC-00548,Vistara,2025-12-25,ATC_DELAY,LOW,41,43.3,,True,AIRLINE_REPORT,True
INC-00549,SpiceJet,2025-12-31,ATC_DELAY,CRITICAL,18,24.0,True,True,AIRLINE_REPORT,False
INC-00550,SpiceJet,2025-12-08,PASSENGER_COMPLAINT,CRITICAL,28,29.7,,True,NEWS_SCRAPE,True
INC-00551,AirIndia,2025-11-29,PASSENGER_COMPLAINT,CRITICAL,9,25.5,True,False,AIRLINE_REPORT,False
INC-00552,SpiceJet,2025-11-25,WEATHER,MEDIUM,17,23.1,False,True,AIRLINE_REPORT,False
INC-00553,IndiGo,2025-12-26,ATC_DELAY,HIGH,4,1.5,True,False,NEWS_SCRAPE,False
INC-00554,Vistara,2025-12-24,SLOT_MISS,HIGH,45,56.7,True,False,DGCA_FEED,False
INC-00555,IndiGo,2025-12-08,WEATHER,LOW,20,65.0,True,True,NEWS_SCRAPE,False
INC-00556,AkasaAir,2025-11-18,ATC_DELAY,LOW,27,65.8,False,True,AIRLINE_REPORT,False
INC-00557,SpiceJet,2025-11-06,CREW_SHORTAGE,HIGH,21,35.5,,False,DGCA_FEED,True
INC-00558,Vistara,2025-11-17,SLOT_MISS,HIGH,12,40.8,,True,DGCA_FEED,True
INC-00559,Vistara,2025-11-05,TECHNICAL,LOW,13,52.1,,False,NEWS_SCRAPE,True
INC-00560,SpiceJet,2025-12-13,TECHNICAL,HIGH,10,63.3,False,True,NEWS_SCRAPE,False
INC-00561,AirIndia,2025-12-20,WEATHER,MEDIUM,35,66.7,,False,NEWS_SCRAPE,True
INC-00562,SpiceJet,2025-11-25,SLOT_MISS,MEDIUM,6,46.3,True,True,NEWS_SCRAPE,False
INC-00563,SpiceJet,2025-11-21,BAGGAGE,MEDIUM,25,19.3,,True,AIRLINE_REPORT,True
INC-00564,SpiceJet,2025-11-12,TECHNICAL,MEDIUM,21,40.3,False,True,NEWS_SCRAPE,False
INC-00565,IndiGo,2025-12-17,CREW_SHORTAGE,LOW,30,36.7,,False,AIRLINE_REPORT,True
INC-00566,AkasaAir,2025-12-26,BAGGAGE,LOW,29,23.8,True,True,DGCA_FEED,False
INC-00567,AirIndia,2025-12-24,SLOT_MISS,MEDIUM,32,59.4,,False,NEWS_SCRAPE,True
INC-00568,SpiceJet,2025-12-20,ATC_DELAY,LOW,24,8.3,,False,AIRLINE_REPORT,True
INC-00569,SpiceJet,2025-12-06,SLOT_MISS,HIGH,5,66.1,,True,DGCA_FEED,True
INC-00570,IndiGo,2025-12-02,TECHNICAL,HIGH,36,44.2,True,False,NEWS_SCRAPE,False
INC-00571,SpiceJet,2025-11-02,WEATHER,MEDIUM,17,54.5,False,True,DGCA_FEED,False
INC-00572,AkasaAir,2025-11-07,SLOT_MISS,CRITICAL,29,70.4,False,True,NEWS_SCRAPE,False
INC-00573,Vistara,2025-11-25,ATC_DELAY,LOW,29,20.5,False,False,AIRLINE_REPORT,False
INC-00574,AkasaAir,2025-12-30,PASSENGER_COMPLAINT,MEDIUM,37,3.0,,False,NEWS_SCRAPE,True
INC-00575,IndiGo,2025-11-20,TECHNICAL,MEDIUM,37,59.1,,False,AIRLINE_REPORT,True
INC-00576,Vistara,2025-11-07,PASSENGER_COMPLAINT,MEDIUM,21,58.8,False,False,AIRLINE_REPORT,False
INC-00577,IndiGo,2025-11-21,TECHNICAL,MEDIUM,33,57.4,,False,AIRLINE_REPORT,True
INC-00578,AkasaAir,2025-11-02,TECHNICAL,MEDIUM,27,32.5,True,True,AIRLINE_REPORT,False
INC-00579,SpiceJet,2025-11-27,CREW_SHORTAGE,CRITICAL,7,67.1,True,True,NEWS_SCRAPE,False
INC-00580,SpiceJet,2025-11-05,BAGGAGE,CRITICAL,22,14.2,False,True,NEWS_SCRAPE,False
INC-00581,AkasaAir,2025-12-24,CREW_SHORTAGE,LOW,13,69.3,True,True,DGCA_FEED,False
INC-00582,IndiGo,2025-11-02,BAGGAGE,MEDIUM,6,39.4,True,True,NEWS_SCRAPE,False
INC-00583,AkasaAir,2025-12-26,BAGGAGE,HIGH,5,3.0,,False,AIRLINE_REPORT,True
INC-00584,AirIndia,2025-12-17,SLOT_MISS,CRITICAL,17,10.8,True,True,AIRLINE_REPORT,False
INC-00585,SpiceJet,2025-12-04,PASSENGER_COMPLAINT,MEDIUM,44,71.6,,True,AIRLINE_REPORT,True
INC-00586,IndiGo,2025-12-23,CREW_SHORTAGE,LOW,7,44.0,,True,AIRLINE_REPORT,True
INC-00587,IndiGo,2025-11-29,PASSENGER_COMPLAINT,MEDIUM,32,32.1,True,False,AIRLINE_REPORT,False
INC-00588,IndiGo,2025-12-29,WEATHER,HIGH,37,5.2,,True,AIRLINE_REPORT,True
INC-00589,SpiceJet,2025-12-27,SLOT_MISS,CRITICAL,7,29.3,False,False,DGCA_FEED,False
INC-00590,SpiceJet,2025-11-23,ATC_DELAY,HIGH,22,13.1,,False,NEWS_SCRAPE,True
INC-00591,AirIndia,2025-12-19,CREW_SHORTAGE,LOW,2,15.1,True,True,DGCA_FEED,False
INC-00592,IndiGo,2025-12-07,TECHNICAL,MEDIUM,4,32.1,True,True,AIRLINE_REPORT,False
INC-00593,AirIndia,2025-11-22,SLOT_MISS,LOW,29,49.3,True,False,DGCA_FEED,False
INC-00594,AirIndia,2025-11-18,ATC_DELAY,LOW,20,58.2,,False,DGCA_FEED,True
INC-00595,AirIndia,2025-11-17,ATC_DELAY,CRITICAL,32,36.5,True,False,DGCA_FEED,False
INC-00596,IndiGo,2025-11-18,BAGGAGE,MEDIUM,13,59.1,,False,NEWS_SCRAPE,True
INC-00597,AkasaAir,2025-11-01,CREW_SHORTAGE,MEDIUM,33,55.9,False,True,AIRLINE_REPORT,False
INC-00598,IndiGo,2025-12-13,ATC_DELAY,CRITICAL,11,2.0,,False,NEWS_SCRAPE,True
INC-00599,AirIndia,2025-12-13,PASSENGER_COMPLAINT,MEDIUM,24,32.0,False,False,AIRLINE_REPORT,False
INC-00600,AkasaAir,2025-12-28,PASSENGER_COMPLAINT,LOW,12,27.8,True,False,AIRLINE_REPORT,False
INC-00601,AirIndia,2025-12-24,WEATHER,HIGH,28,57.6,False,False,AIRLINE_REPORT,False
INC-00602,IndiGo,2025-12-14,TECHNICAL,LOW,44,71.2,,True,AIRLINE_REPORT,True
INC-00603,Vistara,2025-11-02,PASSENGER_COMPLAINT,CRITICAL,5,30.3,True,False,DGCA_FEED,False
INC-00604,IndiGo,2025-12-24,ATC_DELAY,CRITICAL,34,66.4,False,True,NEWS_SCRAPE,False
INC-00605,AirIndia,2025-12-18,TECHNICAL,LOW,23,39.8,True,False,DGCA_FEED,False
INC-00606,Vistara,2025-12-24,WEATHER,MEDIUM,45,52.3,True,True,AIRLINE_REPORT,False
INC-00607,AirIndia,2025-11-21,BAGGAGE,LOW,12,6.3,,True,DGCA_FEED,True
INC-00608,SpiceJet,2025-11-26,TECHNICAL,LOW,10,68.1,False,False,AIRLINE_REPORT,False
INC-00609,Vistara,2025-12-14,CREW_SHORTAGE,LOW,25,58.9,False,True,DGCA_FEED,False
INC-00610,IndiGo,2025-12-01,ATC_DELAY,CRITICAL,22,42.0,True,False,NEWS_SCRAPE,False
INC-00611,IndiGo,2025-12-02,CREW_SHORTAGE,CRITICAL,20,43.6,,False,DGCA_FEED,True
INC-00612,AirIndia,2025-11-17,BAGGAGE,LOW,28,40.6,,False,DGCA_FEED,True
INC-00613,IndiGo,2025-12-09,BAGGAGE,HIGH,31,17.4,,True,DGCA_FEED,True
INC-00614,AkasaAir,2025-12-24,BAGGAGE,LOW,31,46.8,,True,DGCA_FEED,True
INC-00615,IndiGo,2025-11-10,ATC_DELAY,CRITICAL,15,36.6,,False,AIRLINE_REPORT,True
INC-00616,IndiGo,2025-12-20,TECHNICAL,LOW,43,10.1,False,True,NEWS_SCRAPE,False
INC-00617,AkasaAir,2025-11-01,ATC_DELAY,CRITICAL,41,36.3,,False,AIRLINE_REPORT,True
INC-00618,SpiceJet,2025-11-23,SLOT_MISS,CRITICAL,2,33.6,True,True,DGCA_FEED,False
INC-00619,SpiceJet,2025-11-18,ATC_DELAY,LOW,8,10.6,,True,AIRLINE_REPORT,True
INC-00620,SpiceJet,2025-11-24,CREW_SHORTAGE,CRITICAL,27,35.9,True,True,AIRLINE_REPORT,False
INC-00621,IndiGo,2025-12-01,BAGGAGE,CRITICAL,28,12.4,,False,AIRLINE_REPORT,True
INC-00622,AirIndia,2025-12-04,BAGGAGE,CRITICAL,42,68.3,True,True,DGCA_FEED,False
INC-00623,AkasaAir,2025-12-17,BAGGAGE,LOW,15,12.1,True,True,AIRLINE_REPORT,False
INC-00624,AkasaAir,2025-12-27,TECHNICAL,LOW,36,25.4,True,True,NEWS_SCRAPE,False
INC-00625,SpiceJet,2025-12-12,SLOT_MISS,CRITICAL,35,7.0,True,True,AIRLINE_REPORT,False
INC-00626,AkasaAir,2025-12-22,SLOT_MISS,CRITICAL,28,11.4,True,True,DGCA_FEED,False
INC-00627,Vistara,2025-11-28,CREW_SHORTAGE,HIGH,43,47.2,False,False,DGCA_FEED,False
INC-00628,IndiGo,2025-12-29,TECHNICAL,LOW,40,63.0,True,False,DGCA_FEED,False
INC-00629,IndiGo,2025-12-10,PASSENGER_COMPLAINT,LOW,41,23.8,True,False,NEWS_SCRAPE,False
INC-00630,SpiceJet,2025-11-15,PASSENGER_COMPLAINT,LOW,19,8.4,True,False,AIRLINE_REPORT,False
INC-00631,Vistara,2025-11-10,BAGGAGE,HIGH,32,33.2,False,False,AIRLINE_REPORT,False
INC-00632,AkasaAir,2025-12-26,ATC_DELAY,HIGH,6,32.3,False,True,NEWS_SCRAPE,False
INC-00633,AkasaAir,2025-11-24,CREW_SHORTAGE,HIGH,31,35.9,,True,NEWS_SCRAPE,True
INC-00634,IndiGo,2025-11-24,WEATHER,MEDIUM,2,15.6,True,False,AIRLINE_REPORT,False
INC-00635,AirIndia,2025-12-14,ATC_DELAY,HIGH,29,61.2,True,True,AIRLINE_REPORT,False
INC-00636,IndiGo,2025-12-31,TECHNICAL,MEDIUM,38,67.1,False,True,NEWS_SCRAPE,False
INC-00637,IndiGo,2025-12-10,BAGGAGE,CRITICAL,27,70.9,,False,NEWS_SCRAPE,True
INC-00638,AirIndia,2025-11-20,BAGGAGE,LOW,34,3.8,True,False,NEWS_SCRAPE,False
INC-00639,SpiceJet,2025-12-07,WEATHER,MEDIUM,41,8.7,,False,NEWS_SCRAPE,True
INC-00640,AirIndia,2025-12-29,PASSENGER_COMPLAINT,MEDIUM,34,26.0,False,True,DGCA_FEED,False
INC-00641,IndiGo,2025-11-01,BAGGAGE,LOW,18,21.9,True,True,DGCA_FEED,False
INC-00642,IndiGo,2025-12-17,BAGGAGE,HIGH,14,45.7,False,False,AIRLINE_REPORT,False
INC-00643,IndiGo,2025-11-28,CREW_SHORTAGE,MEDIUM,39,53.2,False,False,NEWS_SCRAPE,False
INC-00644,SpiceJet,2025-11-30,TECHNICAL,HIGH,44,6.4,,False,AIRLINE_REPORT,True
INC-00645,IndiGo,2025-12-09,CREW_SHORTAGE,MEDIUM,6,31.4,,True,AIRLINE_REPORT,True
INC-00646,AirIndia,2025-11-25,CREW_SHORTAGE,HIGH,25,4.8,True,False,NEWS_SCRAPE,False
INC-00647,SpiceJet,2025-11-07,BAGGAGE,CRITICAL,24,29.1,,False,NEWS_SCRAPE,True
INC-00648,AirIndia,2025-12-13,CREW_SHORTAGE,HIGH,32,24.3,False,False,AIRLINE_REPORT,False
INC-00649,AkasaAir,2025-11-17,SLOT_MISS,MEDIUM,20,71.2,True,False,DGCA_FEED,False
INC-00650,AirIndia,2025-12-24,TECHNICAL,HIGH,31,34.3,True,False,NEWS_SCRAPE,False
INC-00651,SpiceJet,2025-12-30,CREW_SHORTAGE,MEDIUM,41,55.6,,True,DGCA_FEED,True
INC-00652,IndiGo,2025-11-24,CREW_SHORTAGE,MEDIUM,35,33.3,False,False,AIRLINE_REPORT,False
INC-00653,IndiGo,2025-11-21,WEATHER,HIGH,17,37.0,False,True,NEWS_SCRAPE,False
INC-00654,SpiceJet,2025-11-08,TECHNICAL,CRITICAL,38,22.3,,True,AIRLINE_REPORT,True
INC-00655,SpiceJet,2025-12-07,BAGGAGE,HIGH,2,7.8,True,True,DGCA_FEED,False
INC-00656,AirIndia,2025-12-20,TECHNICAL,CRITICAL,10,1.1,False,False,NEWS_SCRAPE,False
INC-00657,SpiceJet,2025-11-08,WEATHER,MEDIUM,44,67.9,True,False,AIRLINE_REPORT,False
INC-00658,Vistara,2025-11-10,CREW_SHORTAGE,HIGH,21,52.6,True,False,DGCA_FEED,False
INC-00659,IndiGo,2025-12-20,ATC_DELAY,MEDIUM,2,35.7,False,True,DGCA_FEED,False
INC-00660,IndiGo,2025-12-30,ATC_DELAY,MEDIUM,36,9.2,False,False,AIRLINE_REPORT,False
INC-00661,SpiceJet,2025-11-25,ATC_DELAY,LOW,41,63.8,True,False,AIRLINE_REPORT,False
INC-00662,AirIndia,2025-12-23,CREW_SHORTAGE,MEDIUM,38,60.6,,False,DGCA_FEED,True
INC-00663,AirIndia,2025-11-22,BAGGAGE,LOW,11,55.4,True,True,NEWS_SCRAPE,False
INC-00664,AirIndia,2025-12-18,TECHNICAL,LOW,26,50.8,True,False,AIRLINE_REPORT,False
INC-00665,Vistara,2025-12-31,WEATHER,HIGH,4,50.8,False,False,DGCA_FEED,False
INC-00666,SpiceJet,2025-12-26,SLOT_MISS,MEDIUM,39,51.8,False,False,DGCA_FEED,False
INC-00667,Vistara,2025-11-09,PASSENGER_COMPLAINT,HIGH,41,53.2,True,True,NEWS_SCRAPE,False
INC-00668,AkasaAir,2025-11-10,WEATHER,CRITICAL,27,30.8,True,False,AIRLINE_REPORT,False
INC-00669,IndiGo,2025-11-11,SLOT_MISS,LOW,13,50.9,,False,NEWS_SCRAPE,True
INC-00670,IndiGo,2025-12-06,WEATHER,MEDIUM,43,22.1,,False,DGCA_FEED,True
INC-00671,AirIndia,2025-11-21,WEATHER,MEDIUM,16,47.7,True,False,DGCA_FEED,False
INC-00672,AirIndia,2025-12-18,BAGGAGE,HIGH,3,34.2,False,True,DGCA_FEED,False
INC-00673,AirIndia,2025-12-28,SLOT_MISS,LOW,1,34.2,False,True,DGCA_FEED,False
INC-00674,SpiceJet,2025-11-26,WEATHER,LOW,30,37.7,True,False,DGCA_FEED,False
INC-00675,AirIndia,2025-12-08,TECHNICAL,MEDIUM,17,56.7,False,False,NEWS_SCRAPE,False
INC-00676,SpiceJet,2025-11-30,TECHNICAL,LOW,18,47.3,,True,AIRLINE_REPORT,True
INC-00677,SpiceJet,2025-12-21,SLOT_MISS,MEDIUM,6,62.6,False,True,AIRLINE_REPORT,False
INC-00678,IndiGo,2025-12-01,PASSENGER_COMPLAINT,HIGH,40,38.9,True,True,AIRLINE_REPORT,False
INC-00679,AirIndia,2025-12-20,PASSENGER_COMPLAINT,HIGH,21,4.2,False,False,DGCA_FEED,False
INC-00680,SpiceJet,2025-11-13,ATC_DELAY,LOW,43,19.7,,True,NEWS_SCRAPE,True
INC-00681,SpiceJet,2025-11-12,BAGGAGE,CRITICAL,44,58.1,,True,NEWS_SCRAPE,True
INC-00682,IndiGo,2025-12-13,WEATHER,LOW,12,1.1,,False,DGCA_FEED,True
INC-00683,AkasaAir,2025-11-26,CREW_SHORTAGE,LOW,33,18.0,,True,DGCA_FEED,True
INC-00684,AirIndia,2025-11-20,BAGGAGE,CRITICAL,37,0.6,False,True,NEWS_SCRAPE,False
INC-00685,AkasaAir,2025-12-11,WEATHER,CRITICAL,17,57.9,False,False,NEWS_SCRAPE,False
INC-00686,AirIndia,2025-12-20,ATC_DELAY,LOW,2,62.9,,False,AIRLINE_REPORT,True
INC-00687,SpiceJet,2025-12-08,TECHNICAL,MEDIUM,24,71.1,False,False,NEWS_SCRAPE,False
INC-00688,SpiceJet,2025-12-09,WEATHER,MEDIUM,43,25.0,True,False,DGCA_FEED,False
INC-00689,SpiceJet,2025-12-04,BAGGAGE,LOW,45,45.9,,True,NEWS_SCRAPE,True
INC-00690,AkasaAir,2025-11-04,SLOT_MISS,MEDIUM,30,39.0,False,True,DGCA_FEED,False
INC-00691,IndiGo,2025-12-30,CREW_SHORTAGE,HIGH,7,13.4,True,False,NEWS_SCRAPE,False
INC-00692,SpiceJet,2025-11-07,BAGGAGE,MEDIUM,13,37.6,True,False,AIRLINE_REPORT,False
INC-00693,AirIndia,2025-12-17,BAGGAGE,HIGH,15,57.9,True,True,AIRLINE_REPORT,False
INC-00694,SpiceJet,2025-12-22,ATC_DELAY,LOW,19,13.2,,False,NEWS_SCRAPE,True
INC-00695,IndiGo,2025-12-14,TECHNICAL,HIGH,9,10.8,,False,NEWS_SCRAPE,True
INC-00696,SpiceJet,2025-11-11,CREW_SHORTAGE,MEDIUM,8,37.7,True,False,DGCA_FEED,False
INC-00697,AkasaAir,2025-11-17,WEATHER,MEDIUM,5,20.1,True,False,NEWS_SCRAPE,False
INC-00698,AirIndia,2025-11-12,ATC_DELAY,LOW,8,67.1,,True,AIRLINE_REPORT,True
INC-00699,Vistara,2025-11-23,SLOT_MISS,MEDIUM,8,63.2,True,True,AIRLINE_REPORT,False
INC-00700,IndiGo,2025-11-16,SLOT_MISS,HIGH,13,57.9,True,False,NEWS_SCRAPE,False
INC-00701,Vistara,2025-11-24,CREW_SHORTAGE,LOW,13,41.3,True,True,AIRLINE_REPORT,False
INC-00702,AirIndia,2025-12-22,PASSENGER_COMPLAINT,MEDIUM,20,48.9,,True,AIRLINE_REPORT,True
INC-00703,IndiGo,2025-11-27,PASSENGER_COMPLAINT,HIGH,15,58.3,True,False,DGCA_FEED,False
INC-00704,IndiGo,2025-11-23,CREW_SHORTAGE,CRITICAL,37,64.6,True,True,DGCA_FEED,False
INC-00705,IndiGo,2025-12-10,ATC_DELAY,CRITICAL,13,10.0,False,True,NEWS_SCRAPE,False
INC-00706,IndiGo,2025-12-18,PASSENGER_COMPLAINT,LOW,35,11.6,True,False,AIRLINE_REPORT,False
INC-00707,IndiGo,2025-11-23,PASSENGER_COMPLAINT,HIGH,18,41.7,True,True,NEWS_SCRAPE,False
INC-00708,AirIndia,2025-12-31,TECHNICAL,MEDIUM,3,28.9,,True,DGCA_FEED,True
INC-00709,SpiceJet,2025-12-28,SLOT_MISS,CRITICAL,11,34.7,,False,NEWS_SCRAPE,True
INC-00710,Vistara,2025-11-16,CREW_SHORTAGE,CRITICAL,44,59.3,True,True,AIRLINE_REPORT,False
INC-00711,AirIndia,2025-11-30,TECHNICAL,LOW,17,67.5,,False,DGCA_FEED,True
INC-00712,SpiceJet,2025-11-05,BAGGAGE,HIGH,6,53.0,True,False,AIRLINE_REPORT,False
INC-00713,Vistara,2025-12-27,SLOT_MISS,CRITICAL,16,50.8,True,True,AIRLINE_REPORT,False
INC-00714,SpiceJet,2025-12-02,PASSENGER_COMPLAINT,LOW,16,5.0,False,False,AIRLINE_REPORT,False
INC-00715,SpiceJet,2025-12-22,TECHNICAL,CRITICAL,45,25.5,False,False,AIRLINE_REPORT,False
INC-00716,IndiGo,2025-12-12,ATC_DELAY,HIGH,44,59.3,True,False,NEWS_SCRAPE,False
INC-00717,AkasaAir,2025-11-09,ATC_DELAY,CRITICAL,26,17.2,True,True,DGCA_FEED,False
INC-00718,Vistara,2025-11-14,WEATHER,LOW,30,38.1,,True,AIRLINE_REPORT,True
INC-00719,IndiGo,2025-11-20,SLOT_MISS,CRITICAL,8,54.7,,True,NEWS_SCRAPE,True
INC-00720,SpiceJet,2025-12-16,SLOT_MISS,HIGH,20,43.3,True,False,NEWS_SCRAPE,False
INC-00721,SpiceJet,2025-12-01,ATC_DELAY,CRITICAL,39,51.9,True,True,NEWS_SCRAPE,False
INC-00722,SpiceJet,2025-11-01,PASSENGER_COMPLAINT,HIGH,38,4.5,False,False,NEWS_SCRAPE,False
INC-00723,SpiceJet,2025-12-13,BAGGAGE,CRITICAL,1,36.3,True,True,AIRLINE_REPORT,False
INC-00724,SpiceJet,2025-11-24,TECHNICAL,LOW,18,38.9,,True,DGCA_FEED,True
INC-00725,IndiGo,2025-12-23,WEATHER,HIGH,36,66.5,True,False,NEWS_SCRAPE,False
INC-00726,AkasaAir,2025-11-25,SLOT_MISS,MEDIUM,38,19.0,False,True,DGCA_FEED,False
INC-00727,IndiGo,2025-11-03,TECHNICAL,HIGH,32,25.9,True,True,NEWS_SCRAPE,False
