station,obs_datetime,metar_raw,visibility_m,weather_code,wind_dir_deg,wind_spd_kt,is_fog,low_vis,temp_c,dew_point_c,qnh_hpa,data_source,data_source_missing_flag
VABB,2025-12-13T18:00:00,VABB 131800Z 31020KT 9999 NIL ////// Q1013,9999,NIL,310,20,0,0,27.9,15.8,1015,METAR_AUTO,False
VABB,2025-12-13T21:00:00,VABB 132100Z 35018KT 9999 NIL ////// Q1013,9999,NIL,350,18,0,0,10.1,10.5,1022,METAR_AUTO,False
VABB,2025-12-14T00:00:00,VABB 140000Z 25017KT 0800 FG ////// Q1013,800,FG,250,17,1,1,11.5,7.5,1016,METAR_AUTO,False
VABB,2025-12-14T03:00:00,VABB 140300Z 07009KT 0200 BR ////// Q1013,200,BR,70,9,0,1,21.4,9.9,1018,,True
VABB,2025-12-14T06:00:00,VABB 140600Z 09002KT 0800 MIFG ////// Q1013,800,MIFG,90,2,1,1,26.8,12.6,1022,METAR_AUTO,False
VABB,2025-12-14T09:00:00,VABB 140900Z 29014KT 9999 NIL ////// Q1013,9999,NIL,290,14,0,0,15.1,7.0,1010,METAR_AUTO,False
VABB,2025-12-14T12:00:00,VABB 141200Z 06010KT 9999 NIL ////// Q1013,9999,NIL,60,10,0,0,21.9,14.1,1015,METAR_AUTO,False
VABB,2025-12-14T15:00:00,VABB 141500Z 30018KT 9999 HZ ////// Q1013,9999,HZ,300,18,0,0,23.5,9.7,1014,METAR_AUTO,False
VABB,2025-12-14T18:00:00,VABB 141800Z 16004KT 6000 HZ ////// Q1013,6000,HZ,160,4,0,0,13.3,18.7,1016,METAR_AUTO,False
VABB,2025-12-14T21:00:00,VABB 142100Z 10011KT 3000 NIL ////// Q1013,3000,NIL,100,11,0,0,25.0,13.8,1011,METAR_AUTO,False
VABB,2025-12-15T00:00:00,VABB 150000Z 19010KT 1500 BR ////// Q1013,1500,BR,190,10,0,0,15.9,14.4,1019,METAR_AUTO,False
VABB,2025-12-15T03:00:00,VABB 150300Z 33014KT 0200 BR ////// Q1013,200,BR,330,14,0,1,14.2,19.7,1024,METAR_AUTO,False
VABB,2025-12-15T06:00:00,VABB 150600Z 08012KT 0400 BR ////// Q1013,400,BR,80,12,0,1,20.7,17.0,1016,METAR_AUTO,False
VABB,2025-12-15T09:00:00,VABB 150900Z 12004KT 9999 NIL ////// Q1013,9999,NIL,120,4,0,0,21.4,19.2,1011,METAR_AUTO,False
VABB,2025-12-15T12:00:00,VABB 151200Z 04014KT 9999 NIL ////// Q1013,9999,NIL,40,14,0,0,21.6,8.7,1007,,True
VABB,2025-12-15T15:00:00,VABB 151500Z 14009KT 9999 NIL ////// Q1013,9999,NIL,140,9,0,0,24.3,6.2,1011,,True
VABB,2025-12-15T18:00:00,VABB 151800Z 06019KT 9999 HZ ////// Q1013,9999,HZ,60,19,0,0,11.6,12.4,1006,METAR_AUTO,False
VABB,2025-12-15T21:00:00,VABB 152100Z 00011KT 9999 NIL ////// Q1013,9999,NIL,0,11,0,0,24.9,13.8,1015,METAR_AUTO,False
VABB,2025-12-16T00:00:00,VABB 160000Z 19002KT 0800 MIFG ////// Q1013,800,MIFG,190,2,1,1,23.3,7.5,1021,METAR_AUTO,False
VABB,2025-12-16T03:00:00,VABB 160300Z 20017KT 1500 BR ////// Q1013,1500,BR,200,17,0,0,23.3,7.1,1017,METAR_AUTO,False
VABB,2025-12-16T06:00:00,VABB 160600Z 15014KT 0200 BR ////// Q1013,200,BR,150,14,0,1,27.9,13.5,1009,METAR_AUTO,False
VABB,2025-12-16T09:00:00,VABB 160900Z 13011KT 6000 NIL ////// Q1013,6000,NIL,130,11,0,0,19.9,6.2,1023,METAR_AUTO,False
VABB,2025-12-16T12:00:00,VABB 161200Z 35006KT 9999 HZ ////// Q1013,9999,HZ,350,6,0,0,26.8,19.2,1017,METAR_AUTO,False
VABB,2025-12-16T15:00:00,VABB 161500Z 26018KT 9999 NIL ////// Q1013,9999,NIL,260,18,0,0,24.9,16.0,1019,METAR_AUTO,False
VABB,2025-12-16T18:00:00,VABB 161800Z 18017KT 9999 NIL ////// Q1013,9999,NIL,180,17,0,0,10.6,12.1,1023,METAR_AUTO,False
VABB,2025-12-16T21:00:00,VABB 162100Z 15018KT 9999 NIL ////// Q1013,9999,NIL,150,18,0,0,22.0,18.9,1022,,True
VABB,2025-12-17T00:00:00,VABB 170000Z 32010KT 1500 FG ////// Q1013,1500,FG,320,10,1,0,26.6,12.4,1019,,True
VABB,2025-12-17T03:00:00,VABB 170300Z 20020KT 0200 MIFG ////// Q1013,200,MIFG,200,20,1,1,27.1,14.6,1008,METAR_AUTO,False
VABB,2025-12-17T06:00:00,VABB 170600Z 03013KT 0400 MIFG ////// Q1013,400,MIFG,30,13,1,1,23.6,10.8,1020,METAR_AUTO,False
VABB,2025-12-17T09:00:00,VABB 170900Z 30004KT 3000 NIL ////// Q1013,3000,NIL,300,4,0,0,20.6,11.6,1025,METAR_AUTO,False
VABB,2025-12-17T12:00:00,VABB 171200Z 21015KT 9999 NIL ////// Q1013,9999,NIL,210,15,0,0,23.9,14.6,1011,,True
VABB,2025-12-17T15:00:00,VABB 171500Z 10002KT 9999 NIL ////// Q1013,9999,NIL,100,2,0,0,26.7,8.0,1008,METAR_AUTO,False
VABB,2025-12-17T18:00:00,VABB 171800Z 25006KT 9999 HZ ////// Q1013,9999,HZ,250,6,0,0,10.1,12.4,1014,METAR_AUTO,False
VABB,2025-12-17T21:00:00,VABB 172100Z 24004KT 3000 HZ ////// Q1013,3000,HZ,240,4,0,0,14.6,6.9,1024,METAR_AUTO,False
VABB,2025-12-18T00:00:00,VABB 180000Z 07008KT 0200 MIFG ////// Q1013,200,MIFG,70,8,1,1,13.5,8.4,1017,,True
VABB,2025-12-18T03:00:00,VABB 180300Z 12016KT 1500 BR ////// Q1013,1500,BR,120,16,0,0,9.3,13.0,1015,METAR_AUTO,False
VABB,2025-12-18T06:00:00,VABB 180600Z 34007KT 1500 FG ////// Q1013,1500,FG,340,7,1,0,10.7,7.3,1020,,True
VABB,2025-12-18T09:00:00,VABB 180900Z 08013KT 9999 NIL ////// Q1013,9999,NIL,80,13,0,0,17.3,11.4,1018,METAR_AUTO,False
VABB,2025-12-18T12:00:00,VABB 181200Z 07012KT 9999 NIL ////// Q1013,9999,NIL,70,12,0,0,20.9,8.9,1024,METAR_AUTO,False
VABB,2025-12-18T15:00:00,VABB 181500Z 24012KT 3000 NIL ////// Q1013,3000,NIL,240,12,0,0,21.7,8.7,1019,,True
VABB,2025-12-18T18:00:00,VABB 181800Z 11003KT 9999 NIL ////// Q1013,9999,NIL,110,3,0,0,27.3,6.0,1020,METAR_AUTO,False
VABB,2025-12-18T21:00:00,VABB 182100Z 16008KT 9999 HZ ////// Q1013,9999,HZ,160,8,0,0,19.6,5.1,1011,METAR_AUTO,False
VABB,2025-12-19T00:00:00,VABB 190000Z 29018KT 1500 MIFG ////// Q1013,1500,MIFG,290,18,1,0,19.9,16.3,1006,METAR_AUTO,False
VABB,2025-12-19T03:00:00,VABB 190300Z 04006KT 0400 BR ////// Q1013,400,BR,40,6,0,1,23.6,7.6,1016,METAR_AUTO,False
VABB,2025-12-19T06:00:00,VABB 190600Z 01017KT 0200 MIFG ////// Q1013,200,MIFG,10,17,1,1,18.0,8.9,1012,METAR_AUTO,False
VABB,2025-12-19T09:00:00,VABB 190900Z 27009KT 6000 HZ ////// Q1013,6000,HZ,270,9,0,0,26.9,13.0,1020,METAR_AUTO,False
VABB,2025-12-19T12:00:00,VABB 191200Z 02011KT 9999 NIL ////// Q1013,9999,NIL,20,11,0,0,12.5,11.6,1017,METAR_AUTO,False
VABB,2025-12-19T15:00:00,VABB 191500Z 06012KT 9999 NIL ////// Q1013,9999,NIL,60,12,0,0,27.6,18.3,1015,METAR_AUTO,False
VABB,2025-12-19T18:00:00,VABB 191800Z 30014KT 9999 NIL ////// Q1013,9999,NIL,300,14,0,0,26.9,18.3,1016,METAR_AUTO,False
VABB,2025-12-19T21:00:00,VABB 192100Z 25016KT 9999 HZ ////// Q1013,9999,HZ,250,16,0,0,18.0,12.1,1025,,True
VABB,2025-12-20T00:00:00,VABB 200000Z 20015KT 0400 MIFG ////// Q1013,400,MIFG,200,15,1,1,14.2,15.8,1022,METAR_AUTO,False
VABB,2025-12-20T03:00:00,VABB 200300Z 32002KT 1500 FG ////// Q1013,1500,FG,320,2,1,0,14.1,8.5,1021,METAR_AUTO,False
VABB,2025-12-20T06:00:00,VABB 200600Z 21012KT 1500 FG ////// Q1013,1500,FG,210,12,1,0,17.9,5.5,1013,,True
VABB,2025-12-20T09:00:00,VABB 200900Z 21018KT 9999 HZ ////// Q1013,9999,HZ,210,18,0,0,14.1,10.8,1009,METAR_AUTO,False
VABB,2025-12-20T12:00:00,VABB 201200Z 03015KT 9999 HZ ////// Q1013,9999,HZ,30,15,0,0,18.0,8.9,1019,METAR_AUTO,False
VABB,2025-12-20T15:00:00,VABB 201500Z 28017KT 9999 NIL ////// Q1013,9999,NIL,280,17,0,0,9.9,9.6,1024,METAR_AUTO,False
VABB,2025-12-20T18:00:00,VABB 201800Z 21019KT 9999 HZ ////// Q1013,9999,HZ,210,19,0,0,27.5,13.8,1016,METAR_AUTO,False
VABB,2025-12-20T21:00:00,VABB 202100Z 04013KT 9999 NIL ////// Q1013,9999,NIL,40,13,0,0,19.6,13.5,1011,METAR_AUTO,False
VABB,2025-12-21T00:00:00,VABB 210000Z 04012KT 0800 MIFG ////// Q1013,800,MIFG,40,12,1,1,19.1,17.4,1005,METAR_AUTO,False
VABB,2025-12-21T03:00:00,VABB 210300Z 14020KT 0400 FG ////// Q1013,400,FG,140,20,1,1,9.4,7.8,1016,METAR_AUTO,False
VABB,2025-12-21T06:00:00,VABB 210600Z 11006KT 0400 BR ////// Q1013,400,BR,110,6,0,1,22.8,16.3,1019,METAR_AUTO,False
VABB,2025-12-21T09:00:00,VABB 210900Z 04003KT 6000 HZ ////// Q1013,6000,HZ,40,3,0,0,19.4,7.0,1007,METAR_AUTO,False
VABB,2025-12-21T12:00:00,VABB 211200Z 23018KT 6000 NIL ////// Q1013,6000,NIL,230,18,0,0,18.7,18.9,1022,METAR_AUTO,False
VABB,2025-12-21T15:00:00,VABB 211500Z 23006KT 9999 NIL ////// Q1013,9999,NIL,230,6,0,0,13.7,9.2,1019,,True
VABB,2025-12-21T18:00:00,VABB 211800Z 32017KT 6000 NIL ////// Q1013,6000,NIL,320,17,0,0,16.6,13.5,1006,,True
VABB,2025-12-21T21:00:00,VABB 212100Z 27018KT 9999 HZ ////// Q1013,9999,HZ,270,18,0,0,15.8,19.1,1018,,True
VABB,2025-12-22T00:00:00,VABB 220000Z 01004KT 0200 MIFG ////// Q1013,200,MIFG,10,4,1,1,27.4,12.1,1014,METAR_AUTO,False
VABB,2025-12-22T03:00:00,VABB 220300Z 19007KT 0200 BR ////// Q1013,200,BR,190,7,0,1,9.1,17.2,1005,METAR_AUTO,False
VABB,2025-12-22T06:00:00,VABB 220600Z 01002KT 0200 FG ////// Q1013,200,FG,10,2,1,1,8.9,17.4,1015,METAR_AUTO,False
VABB,2025-12-22T09:00:00,VABB 220900Z 11019KT 9999 NIL ////// Q1013,9999,NIL,110,19,0,0,8.3,17.7,1012,,True
VABB,2025-12-22T12:00:00,VABB 221200Z 08005KT 3000 NIL ////// Q1013,3000,NIL,80,5,0,0,16.1,9.6,1016,METAR_AUTO,False
VABB,2025-12-22T15:00:00,VABB 221500Z 10004KT 9999 NIL ////// Q1013,9999,NIL,100,4,0,0,24.4,15.3,1008,,True
VABB,2025-12-22T18:00:00,VABB 221800Z 32006KT 9999 HZ ////// Q1013,9999,HZ,320,6,0,0,26.5,14.7,1023,METAR_AUTO,False
VABB,2025-12-22T21:00:00,VABB 222100Z 08012KT 9999 NIL ////// Q1013,9999,NIL,80,12,0,0,9.2,10.4,1007,METAR_AUTO,False
VABB,2025-12-23T00:00:00,VABB 230000Z 24005KT 1500 MIFG ////// Q1013,1500,MIFG,240,5,1,0,15.6,17.3,1007,METAR_AUTO,False
VABB,2025-12-23T03:00:00,VABB 230300Z 30004KT 1500 MIFG ////// Q1013,1500,MIFG,300,4,1,0,21.3,13.3,1009,METAR_AUTO,False
VABB,2025-12-23T06:00:00,VABB 230600Z 08005KT 0800 BR ////// Q1013,800,BR,80,5,0,1,10.3,10.3,1016,METAR_AUTO,False
VABB,2025-12-23T09:00:00,VABB 230900Z 14020KT 9999 HZ ////// Q1013,9999,HZ,140,20,0,0,20.4,19.4,1008,METAR_AUTO,False
VABB,2025-12-23T12:00:00,VABB 231200Z 28014KT 9999 NIL ////// Q1013,9999,NIL,280,14,0,0,17.7,16.8,1007,METAR_AUTO,False
VABB,2025-12-23T15:00:00,VABB 231500Z 16014KT 9999 NIL ////// Q1013,9999,NIL,160,14,0,0,19.9,8.2,1017,METAR_AUTO,False
VABB,2025-12-23T18:00:00,VABB 231800Z 25020KT 6000 NIL ////// Q1013,6000,NIL,250,20,0,0,14.8,5.5,1013,,True
VABB,2025-12-23T21:00:00,VABB 232100Z 32002KT 9999 NIL ////// Q1013,9999,NIL,320,2,0,0,21.1,17.2,1017,METAR_AUTO,False
VABB,2025-12-24T00:00:00,VABB 240000Z 28004KT 0800 MIFG ////// Q1013,800,MIFG,280,4,1,1,22.5,12.2,1016,METAR_AUTO,False
VABB,2025-12-24T03:00:00,VABB 240300Z 23005KT 0400 FG ////// Q1013,400,FG,230,5,1,1,21.1,7.3,1008,METAR_AUTO,False
VABB,2025-12-24T06:00:00,VABB 240600Z 31015KT 0400 FG ////// Q1013,400,FG,310,15,1,1,15.4,14.3,1021,METAR_AUTO,False
VABB,2025-12-24T09:00:00,VABB 240900Z 32017KT 9999 HZ ////// Q1013,9999,HZ,320,17,0,0,10.6,19.0,1024,METAR_AUTO,False
VABB,2025-12-24T12:00:00,VABB 241200Z 33017KT 3000 HZ ////// Q1013,3000,HZ,330,17,0,0,12.6,12.1,1010,METAR_AUTO,False
VABB,2025-12-24T15:00:00,VABB 241500Z 34016KT 3000 HZ ////// Q1013,3000,HZ,340,16,0,0,24.5,7.9,1009,METAR_AUTO,False
VABB,2025-12-24T18:00:00,VABB 241800Z 24008KT 9999 HZ ////// Q1013,9999,HZ,240,8,0,0,17.2,10.3,1016,METAR_AUTO,False
VABB,2025-12-24T21:00:00,VABB 242100Z 29014KT 6000 NIL ////// Q1013,6000,NIL,290,14,0,0,13.3,19.1,1024,METAR_AUTO,False
VABB,2025-12-25T00:00:00,VABB 250000Z 15007KT 0200 BR ////// Q1013,200,BR,150,7,0,1,16.2,19.9,1005,METAR_AUTO,False
VABB,2025-12-25T03:00:00,VABB 250300Z 35009KT 0200 BR ////// Q1013,200,BR,350,9,0,1,13.5,15.6,1024,METAR_AUTO,False
VABB,2025-12-25T06:00:00,VABB 250600Z 23009KT 0800 BR ////// Q1013,800,BR,230,9,0,1,12.1,16.1,1006,METAR_AUTO,False
VABB,2025-12-25T09:00:00,VABB 250900Z 02011KT 9999 NIL ////// Q1013,9999,NIL,20,11,0,0,15.9,13.7,1016,METAR_AUTO,False
VABB,2025-12-25T12:00:00,VABB 251200Z 06017KT 6000 NIL ////// Q1013,6000,NIL,60,17,0,0,26.8,11.2,1023,,True
VABB,2025-12-25T15:00:00,VABB 251500Z 09016KT 9999 NIL ////// Q1013,9999,NIL,90,16,0,0,23.4,10.5,1012,METAR_AUTO,False
VABB,2025-12-25T18:00:00,VABB 251800Z 26013KT 3000 NIL ////// Q1013,3000,NIL,260,13,0,0,13.5,5.5,1009,METAR_AUTO,False
VABB,2025-12-25T21:00:00,VABB 252100Z 27019KT 3000 NIL ////// Q1013,3000,NIL,270,19,0,0,26.1,16.9,1022,METAR_AUTO,False
VABB,2025-12-26T00:00:00,VABB 260000Z 11010KT 1500 MIFG ////// Q1013,1500,MIFG,110,10,1,0,13.8,7.7,1010,METAR_AUTO,False
VABB,2025-12-26T03:00:00,VABB 260300Z 08015KT 0200 FG ////// Q1013,200,FG,80,15,1,1,14.3,17.5,1025,METAR_AUTO,False
VABB,2025-12-26T06:00:00,VABB 260600Z 27003KT 1500 MIFG ////// Q1013,1500,MIFG,270,3,1,0,17.2,18.2,1006,METAR_AUTO,False
VABB,2025-12-26T09:00:00,VABB 260900Z 23004KT 9999 NIL ////// Q1013,9999,NIL,230,4,0,0,27.1,14.0,1022,METAR_AUTO,False
VABB,2025-12-26T12:00:00,VABB 261200Z 30016KT 3000 NIL ////// Q1013,3000,NIL,300,16,0,0,20.2,5.3,1018,METAR_AUTO,False
VABB,2025-12-26T15:00:00,VABB 261500Z 15018KT 9999 NIL ////// Q1013,9999,NIL,150,18,0,0,25.3,19.0,1015,METAR_AUTO,False
VABB,2025-12-26T18:00:00,VABB 261800Z 27009KT 9999 NIL ////// Q1013,9999,NIL,270,9,0,0,26.3,5.9,1012,METAR_AUTO,False
VABB,2025-12-26T21:00:00,VABB 262100Z 07012KT 9999 NIL ////// Q1013,9999,NIL,70,12,0,0,19.4,6.9,1024,METAR_AUTO,False
VABB,2025-12-27T00:00:00,VABB 270000Z 34010KT 0400 BR ////// Q1013,400,BR,340,10,0,1,17.9,11.7,1008,METAR_AUTO,False
VABB,2025-12-27T03:00:00,VABB 270300Z 22014KT 0400 BR ////// Q1013,400,BR,220,14,0,1,20.4,16.1,1019,METAR_AUTO,False
VABB,2025-12-27T06:00:00,VABB 270600Z 22012KT 0800 FG ////// Q1013,800,FG,220,12,1,1,15.9,19.8,1023,,True
VABB,2025-12-27T09:00:00,VABB 270900Z 03010KT 6000 NIL ////// Q1013,6000,NIL,30,10,0,0,27.3,12.7,1014,METAR_AUTO,False
VABB,2025-12-27T12:00:00,VABB 271200Z 14004KT 9999 NIL ////// Q1013,9999,NIL,140,4,0,0,18.1,14.2,1019,METAR_AUTO,False
VABB,2025-12-27T15:00:00,VABB 271500Z 31004KT 9999 NIL ////// Q1013,9999,NIL,310,4,0,0,21.5,18.9,1022,METAR_AUTO,False
VABB,2025-12-27T18:00:00,VABB 271800Z 08003KT 9999 NIL ////// Q1013,9999,NIL,80,3,0,0,27.7,8.6,1015,METAR_AUTO,False
VABB,2025-12-27T21:00:00,VABB 272100Z 20006KT 6000 NIL ////// Q1013,6000,NIL,200,6,0,0,13.7,17.2,1005,,True
VABB,2025-12-28T00:00:00,VABB 280000Z 35012KT 0200 BR ////// Q1013,200,BR,350,12,0,1,8.4,8.8,1005,METAR_AUTO,False
VABB,2025-12-28T03:00:00,VABB 280300Z 30013KT 1500 FG ////// Q1013,1500,FG,300,13,1,0,22.1,8.7,1008,METAR_AUTO,False
VABB,2025-12-28T06:00:00,VABB 280600Z 18005KT 0400 FG ////// Q1013,400,FG,180,5,1,1,24.2,16.8,1016,,True
VABB,2025-12-28T09:00:00,VABB 280900Z 30004KT 9999 HZ ////// Q1013,9999,HZ,300,4,0,0,16.0,17.2,1014,METAR_AUTO,False
VABB,2025-12-28T12:00:00,VABB 281200Z 35009KT 6000 NIL ////// Q1013,6000,NIL,350,9,0,0,23.2,17.5,1007,METAR_AUTO,False
VABB,2025-12-28T15:00:00,VABB 281500Z 29011KT 3000 NIL ////// Q1013,3000,NIL,290,11,0,0,15.0,7.8,1022,METAR_AUTO,False
VABB,2025-12-28T18:00:00,VABB 281800Z 02008KT 9999 NIL ////// Q1013,9999,NIL,20,8,0,0,21.5,17.2,1017,METAR_AUTO,False
VABB,2025-12-28T21:00:00,VABB 282100Z 13002KT 9999 NIL ////// Q1013,9999,NIL,130,2,0,0,10.8,17.5,1017,METAR_AUTO,False
VABB,2025-12-29T00:00:00,VABB 290000Z 17005KT 1500 MIFG ////// Q1013,1500,MIFG,170,5,1,0,10.8,17.3,1019,METAR_AUTO,False
VABB,2025-12-29T03:00:00,VABB 290300Z 23016KT 0800 MIFG ////// Q1013,800,MIFG,230,16,1,1,26.6,11.9,1007,METAR_AUTO,False
VABB,2025-12-29T06:00:00,VABB 290600Z 26012KT 0800 FG ////// Q1013,800,FG,260,12,1,1,17.6,6.3,1007,METAR_AUTO,False
VABB,2025-12-29T09:00:00,VABB 290900Z 24005KT 9999 HZ ////// Q1013,9999,HZ,240,5,0,0,17.1,9.6,1005,METAR_AUTO,False
VABB,2025-12-29T12:00:00,VABB 291200Z 12016KT 9999 NIL ////// Q1013,9999,NIL,120,16,0,0,27.7,19.7,1015,METAR_AUTO,False
VABB,2025-12-29T15:00:00,VABB 291500Z 16015KT 9999 NIL ////// Q1013,9999,NIL,160,15,0,0,24.2,8.7,1023,METAR_AUTO,False
VABB,2025-12-29T18:00:00,VABB 291800Z 09010KT 9999 NIL ////// Q1013,9999,NIL,90,10,0,0,8.2,19.5,1011,,True
VABB,2025-12-29T21:00:00,VABB 292100Z 35011KT 6000 NIL ////// Q1013,6000,NIL,350,11,0,0,22.0,9.0,1015,METAR_AUTO,False
VABB,2025-12-30T00:00:00,VABB 300000Z 13008KT 1500 MIFG ////// Q1013,1500,MIFG,130,8,1,0,19.4,13.2,1007,METAR_AUTO,False
VABB,2025-12-30T03:00:00,VABB 300300Z 23006KT 0800 FG ////// Q1013,800,FG,230,6,1,1,19.9,19.1,1013,,True
VABB,2025-12-30T06:00:00,VABB 300600Z 16016KT 1500 MIFG ////// Q1013,1500,MIFG,160,16,1,0,10.1,12.5,1005,METAR_AUTO,False
VABB,2025-12-30T09:00:00,VABB 300900Z 11010KT 9999 NIL ////// Q1013,9999,NIL,110,10,0,0,23.3,15.2,1020,METAR_AUTO,False
VABB,2025-12-30T12:00:00,VABB 301200Z 04009KT 3000 NIL ////// Q1013,3000,NIL,40,9,0,0,22.9,6.5,1019,METAR_AUTO,False
VABB,2025-12-30T15:00:00,VABB 301500Z 09007KT 3000 NIL ////// Q1013,3000,NIL,90,7,0,0,9.0,12.1,1019,METAR_AUTO,False
VABB,2025-12-30T18:00:00,VABB 301800Z 05003KT 6000 NIL ////// Q1013,6000,NIL,50,3,0,0,21.7,17.8,1009,METAR_AUTO,False
VABB,2025-12-30T21:00:00,VABB 302100Z 11011KT 9999 NIL ////// Q1013,9999,NIL,110,11,0,0,26.1,5.6,1025,METAR_AUTO,False
VABB,2025-12-31T00:00:00,VABB 310000Z 33003KT 0200 FG ////// Q1013,200,FG,330,3,1,1,12.2,6.1,1019,,True
VABB,2025-12-31T03:00:00,VABB 310300Z 09008KT 1500 FG ////// Q1013,1500,FG,90,8,1,0,19.4,7.2,1023,METAR_AUTO,False
VABB,2025-12-31T06:00:00,VABB 310600Z 03005KT 0200 MIFG ////// Q1013,200,MIFG,30,5,1,1,9.7,9.3,1013,METAR_AUTO,False
VABB,2025-12-31T09:00:00,VABB 310900Z 33014KT 9999 NIL ////// Q1013,9999,NIL,330,14,0,0,18.2,13.3,1016,,True
VABB,2025-12-31T12:00:00,VABB 311200Z 15003KT 9999 NIL ////// Q1013,9999,NIL,150,3,0,0,22.1,8.8,1019,METAR_AUTO,False
VABB,2025-12-31T15:00:00,VABB 311500Z 13012KT 9999 NIL ////// Q1013,9999,NIL,130,12,0,0,21.0,5.6,1020,METAR_AUTO,False
VABB,2025-12-31T18:00:00,VABB 311800Z 05011KT 3000 NIL ////// Q1013,3000,NIL,50,11,0,0,21.0,6.7,1017,METAR_AUTO,False
VABB,2025-12-31T21:00:00,VABB 312100Z 21019KT 9999 NIL ////// Q1013,9999,NIL,210,19,0,0,21.2,12.9,1019,METAR_AUTO,False
