flt_no,src,dst,sched_time,actual_time,status_cd,delay_mins,ac_reg,sector,ops_month,data_ver
6E8389,IXB,LKO,09/10/2025 19:15,09/10/2025 19:15,OK,0,VT-B025,IXB-LKO,OCT-2025,LEGACY_v1
6E3658,BOM,IXC,09/10/2025 19:15,09/10/2025 19:15,OK,0,VT-B044,BOM-IXC,OCT-2025,LEGACY_v1
6E1297,DEL,PAT,09/10/2025 18:45,09/10/2025 20:51,DLY,126,VT-D009,DEL-PAT,OCT-2025,LEGACY_v1
6E6485,MAA,JAI,09/10/2025 02:15,09/10/2025 02:15,OK,0,VT-D025,MAA-JAI,OCT-2025,LEGACY_v1
6E1399,IXB,BHO,09/10/2025 11:45,N/A,CXL,,VT-A035,IXB-BHO,OCT-2025,LEGACY_v1
6E3183,BLR,SXR,09/10/2025 21:45,09/10/2025 21:45,OK,0,VT-B033,BLR-SXR,OCT-2025,LEGACY_v1
6E4526,PAT,CCU,09/10/2025 12:45,09/10/2025 12:45,OK,0,VT-B022,PAT-CCU,OCT-2025,LEGACY_v1
6E3573,COK,BOM,09/10/2025 04:30,09/10/2025 04:30,OK,0,VT-D041,COK-BOM,OCT-2025,LEGACY_v1
6E1595,PAT,IXC,09/10/2025 07:45,N/A,CXL,,VT-D024,PAT-IXC,OCT-2025,LEGACY_v1
6E5933,VNS,JAI,09/10/2025 18:00,09/10/2025 18:00,OK,0,VT-A002,VNS-JAI,OCT-2025,LEGACY_v1
6E5132,LKO,AMD,09/10/2025 11:00,09/10/2025 11:00,OK,0,VT-A006,LKO-AMD,OCT-2025,LEGACY_v1
6E9330,BHO,BLR,09/10/2025 14:00,09/10/2025 16:27,DLY,147,VT-E045,BHO-BLR,OCT-2025,LEGACY_v1
6E9748,LKO,MAA,09/10/2025 17:00,09/10/2025 17:00,OK,0,VT-D009,LKO-MAA,OCT-2025,LEGACY_v1
6E598,BHO,BLR,09/10/2025 19:15,09/10/2025 20:37,DLY,82,VT-A041,BHO-BLR,OCT-2025,LEGACY_v1
6E7812,HYD,VNS,09/10/2025 17:30,09/10/2025 17:30,OK,0,VT-C049,HYD-VNS,OCT-2025,LEGACY_v1
6E7536,JAI,HYD,09/10/2025 19:00,09/10/2025 19:19,DLY,19,VT-D030,JAI-HYD,OCT-2025,LEGACY_v1
6E5882,LKO,HYD,09/10/2025 00:15,09/10/2025 02:22,DLY,127,VT-E020,LKO-HYD,OCT-2025,LEGACY_v1
6E8973,CCU,BHO,09/10/2025 01:45,09/10/2025 01:45,OK,0,VT-A056,CCU-BHO,OCT-2025,LEGACY_v1
6E5921,BHO,AMD,09/10/2025 20:45,09/10/2025 22:47,DLY,122,VT-E040,BHO-AMD,OCT-2025,LEGACY_v1
6E6131,BLR,GOI,09/10/2025 01:00,09/10/2025 01:00,OK,0,VT-D009,BLR-GOI,OCT-2025,LEGACY_v1
6E4319,BHO,PAT,09/10/2025 19:00,09/10/2025 19:00,OK,0,VT-D006,BHO-PAT,OCT-2025,LEGACY_v1
6E904,ATQ,HYD,09/10/2025 09:30,09/10/2025 12:11,DLY,161,VT-D035,ATQ-HYD,OCT-2025,LEGACY_v1
6E8495,CCU,LKO,09/10/2025 08:30,N/A,CXL,,VT-E014,CCU-LKO,OCT-2025,LEGACY_v1
6E7165,GOI,COK,09/10/2025 17:00,09/10/2025 17:00,OK,0,VT-E001,GOI-COK,OCT-2025,LEGACY_v1
6E4771,BHO,DEL,09/10/2025 18:00,09/10/2025 18:00,OK,0,VT-C001,BHO-DEL,OCT-2025,LEGACY_v1
6E775,VNS,GOI,09/10/2025 21:00,N/A,CXL,,VT-C043,VNS-GOI,OCT-2025,LEGACY_v1
6E8903,HYD,PNQ,09/10/2025 13:45,09/10/2025 13:45,OK,0,VT-B022,HYD-PNQ,OCT-2025,LEGACY_v1
6E8268,COK,PAT,09/10/2025 18:15,09/10/2025 18:15,OK,0,VT-D057,COK-PAT,OCT-2025,LEGACY_v1
6E1481,BOM,DEL,09/10/2025 00:15,09/10/2025 00:15,OK,0,VT-A056,BOM-DEL,OCT-2025,LEGACY_v1
6E2158,GAU,GOI,09/10/2025 03:00,09/10/2025 03:00,OK,0,VT-D047,GAU-GOI,OCT-2025,LEGACY_v1
6E8179,HYD,ATQ,09/10/2025 07:15,09/10/2025 07:15,OK,0,VT-C037,HYD-ATQ,OCT-2025,LEGACY_v1
6E2353,GOI,PNQ,10/10/2025 08:30,10/10/2025 08:30,OK,0,VT-C016,GOI-PNQ,OCT-2025,LEGACY_v1
6E6034,MAA,JAI,10/10/2025 21:30,10/10/2025 23:55,DLY,145,VT-A035,MAA-JAI,OCT-2025,LEGACY_v1
6E6879,GAU,HYD,10/10/2025 00:45,10/10/2025 00:45,OK,0,VT-C016,GAU-HYD,OCT-2025,LEGACY_v1
6E8921,VNS,CCU,10/10/2025 00:30,N/A,DIV,,VT-C039,VNS-CCU,OCT-2025,LEGACY_v1
6E6606,AMD,ATQ,10/10/2025 06:30,10/10/2025 06:30,OK,0,VT-E055,AMD-ATQ,OCT-2025,LEGACY_v1
6E2687,BOM,JAI,10/10/2025 20:00,10/10/2025 20:00,OK,0,VT-E033,BOM-JAI,OCT-2025,LEGACY_v1
6E6882,BLR,COK,10/10/2025 04:15,10/10/2025 04:15,OK,0,VT-C007,BLR-COK,OCT-2025,LEGACY_v1
6E1376,PNQ,SXR,10/10/2025 17:00,10/10/2025 17:00,OK,0,VT-C054,PNQ-SXR,OCT-2025,LEGACY_v1
6E9430,DEL,BHO,10/10/2025 01:45,10/10/2025 01:45,OK,0,VT-D016,DEL-BHO,OCT-2025,LEGACY_v1
6E927,HYD,BHO,10/10/2025 16:30,10/10/2025 16:30,OK,0,VT-B057,HYD-BHO,OCT-2025,LEGACY_v1
6E8747,GOI,VNS,10/10/2025 22:30,10/10/2025 22:30,OK,0,VT-A017,GOI-VNS,OCT-2025,LEGACY_v1
6E4418,VNS,GAU,10/10/2025 14:30,N/A,CXL,,VT-C055,VNS-GAU,OCT-2025,LEGACY_v1
6E9441,PAT,GOI,10/10/2025 09:30,10/10/2025 09:30,OK,0,VT-B034,PAT-GOI,OCT-2025,LEGACY_v1
6E9057,LKO,CCU,10/10/2025 04:30,10/10/2025 04:30,OK,0,VT-E042,LKO-CCU,OCT-2025,LEGACY_v1
6E1189,COK,PAT,10/10/2025 06:00,10/10/2025 06:00,OK,0,VT-C044,COK-PAT,OCT-2025,LEGACY_v1
6E4111,IXC,AMD,10/10/2025 07:30,10/10/2025 07:30,OK,0,VT-C022,IXC-AMD,OCT-2025,LEGACY_v1
6E7903,HYD,IXB,10/10/2025 14:45,10/10/2025 14:45,OK,0,VT-B047,HYD-IXB,OCT-2025,LEGACY_v1
6E6384,LKO,BLR,10/10/2025 10:15,10/10/2025 10:15,OK,0,VT-C054,LKO-BLR,OCT-2025,LEGACY_v1
6E145,JAI,IXB,10/10/2025 13:30,10/10/2025 13:30,OK,0,VT-D039,JAI-IXB,OCT-2025,LEGACY_v1
6E3513,BHO,IXC,10/10/2025 01:00,10/10/2025 01:00,OK,0,VT-E045,BHO-IXC,OCT-2025,LEGACY_v1
6E8056,LKO,HYD,10/10/2025 10:00,N/A,CXL,,VT-D046,LKO-HYD,OCT-2025,LEGACY_v1
6E8699,PAT,VNS,10/10/2025 10:00,10/10/2025 10:00,OK,0,VT-E022,PAT-VNS,OCT-2025,LEGACY_v1
6E1621,IXC,GAU,10/10/2025 10:30,10/10/2025 10:30,OK,0,VT-E056,IXC-GAU,OCT-2025,LEGACY_v1
6E9738,PAT,VNS,10/10/2025 11:30,10/10/2025 11:30,OK,0,VT-E019,PAT-VNS,OCT-2025,LEGACY_v1
6E6992,LKO,HYD,10/10/2025 18:15,10/10/2025 18:15,OK,0,VT-B019,LKO-HYD,OCT-2025,LEGACY_v1
6E3117,MAA,ATQ,10/10/2025 05:15,10/10/2025 05:48,DLY,33,VT-A039,MAA-ATQ,OCT-2025,LEGACY_v1
6E4424,SXR,BLR,10/10/2025 09:45,10/10/2025 09:45,OK,0,VT-D022,SXR-BLR,OCT-2025,LEGACY_v1
6E3514,MAA,BHO,10/10/2025 21:00,N/A,CXL,,VT-D042,MAA-BHO,OCT-2025,LEGACY_v1
6E3980,COK,LKO,10/10/2025 01:15,10/10/2025 01:15,OK,0,VT-D038,COK-LKO,OCT-2025,LEGACY_v1
6E4737,IXB,IXC,10/10/2025 21:15,10/10/2025 21:15,OK,0,VT-E014,IXB-IXC,OCT-2025,LEGACY_v1
6E6813,LKO,IXC,10/10/2025 20:15,10/10/2025 20:15,OK,0,VT-B052,LKO-IXC,OCT-2025,LEGACY_v1
6E1986,PAT,BLR,10/10/2025 20:45,N/A,CXL,,VT-B042,PAT-BLR,OCT-2025,LEGACY_v1
6E7613,IXB,PNQ,10/10/2025 05:00,10/10/2025 05:00,OK,0,VT-C004,IXB-PNQ,OCT-2025,LEGACY_v1
6E4443,MAA,GAU,10/10/2025 07:00,10/10/2025 07:00,OK,0,VT-B019,MAA-GAU,OCT-2025,LEGACY_v1
6E3939,PNQ,CCU,10/10/2025 18:15,10/10/2025 18:15,OK,0,VT-B056,PNQ-CCU,OCT-2025,LEGACY_v1
6E9985,JAI,PNQ,10/10/2025 17:15,N/A,CXL,,VT-C005,JAI-PNQ,OCT-2025,LEGACY_v1
6E427,IXB,DEL,10/10/2025 14:45,10/10/2025 14:45,OK,0,VT-E036,IXB-DEL,OCT-2025,LEGACY_v1
6E8611,SXR,BOM,10/10/2025 09:30,10/10/2025 09:30,OK,0,VT-C056,SXR-BOM,OCT-2025,LEGACY_v1
6E7311,SXR,GOI,10/10/2025 01:00,10/10/2025 01:00,OK,0,VT-C056,SXR-GOI,OCT-2025,LEGACY_v1
6E8810,LKO,SXR,10/10/2025 12:15,10/10/2025 12:15,OK,0,VT-C019,LKO-SXR,OCT-2025,LEGACY_v1
6E253,ATQ,DEL,10/10/2025 14:45,10/10/2025 14:45,OK,0,VT-B038,ATQ-DEL,OCT-2025,LEGACY_v1
6E6096,GAU,CCU,10/10/2025 23:15,10/10/2025 23:15,OK,0,VT-B058,GAU-CCU,OCT-2025,LEGACY_v1
6E4747,GAU,IXC,10/10/2025 03:45,10/10/2025 06:42,DLY,177,VT-C054,GAU-IXC,OCT-2025,LEGACY_v1
6E9662,AMD,PAT,10/10/2025 13:30,10/10/2025 13:30,OK,0,VT-B022,AMD-PAT,OCT-2025,LEGACY_v1
6E9024,JAI,MAA,10/10/2025 10:45,N/A,CXL,,VT-A025,JAI-MAA,OCT-2025,LEGACY_v1
6E9357,IXC,ATQ,10/10/2025 11:15,10/10/2025 11:15,OK,0,VT-B037,IXC-ATQ,OCT-2025,LEGACY_v1
6E4919,DEL,PAT,10/10/2025 06:45,10/10/2025 06:45,OK,0,VT-A001,DEL-PAT,OCT-2025,LEGACY_v1
6E6500,HYD,IXC,10/10/2025 10:30,10/10/2025 10:30,OK,0,VT-E005,HYD-IXC,OCT-2025,LEGACY_v1
6E9626,BLR,JAI,11/10/2025 02:00,11/10/2025 02:00,OK,0,VT-A016,BLR-JAI,OCT-2025,LEGACY_v1
6E8500,HYD,IXC,11/10/2025 09:30,11/10/2025 09:30,OK,0,VT-C008,HYD-IXC,OCT-2025,LEGACY_v1
6E6246,IXB,LKO,11/10/2025 12:00,11/10/2025 14:37,DLY,157,VT-A059,IXB-LKO,OCT-2025,LEGACY_v1
6E3638,JAI,MAA,11/10/2025 18:15,11/10/2025 18:15,OK,0,VT-A031,JAI-MAA,OCT-2025,LEGACY_v1
6E3133,PAT,LKO,11/10/2025 00:45,11/10/2025 02:45,DLY,120,VT-B014,PAT-LKO,OCT-2025,LEGACY_v1
6E9681,BHO,MAA,11/10/2025 00:45,N/A,CXL,,VT-B023,BHO-MAA,OCT-2025,LEGACY_v1
6E3242,VNS,SXR,11/10/2025 20:30,N/A,DIV,,VT-E006,VNS-SXR,OCT-2025,LEGACY_v1
6E2488,GAU,ATQ,11/10/2025 00:15,11/10/2025 00:15,OK,0,VT-C030,GAU-ATQ,OCT-2025,LEGACY_v1
6E6912,PNQ,BHO,11/10/2025 15:45,N/A,DIV,,VT-C041,PNQ-BHO,OCT-2025,LEGACY_v1
6E9397,DEL,MAA,11/10/2025 13:15,11/10/2025 13:15,OK,0,VT-E004,DEL-MAA,OCT-2025,LEGACY_v1
6E4436,DEL,HYD,11/10/2025 21:45,11/10/2025 21:45,OK,0,VT-B007,DEL-HYD,OCT-2025,LEGACY_v1
6E8470,JAI,SXR,11/10/2025 02:00,11/10/2025 02:00,OK,0,VT-E044,JAI-SXR,OCT-2025,LEGACY_v1
6E8701,GOI,BLR,11/10/2025 14:45,11/10/2025 14:45,OK,0,VT-A046,GOI-BLR,OCT-2025,LEGACY_v1
6E5625,GOI,CCU,11/10/2025 12:45,11/10/2025 14:34,DLY,109,VT-B045,GOI-CCU,OCT-2025,LEGACY_v1
6E2504,PAT,BHO,11/10/2025 23:00,11/10/2025 23:00,OK,0,VT-B033,PAT-BHO,OCT-2025,LEGACY_v1
6E1999,IXB,MAA,11/10/2025 22:00,N/A,CXL,,VT-C014,IXB-MAA,OCT-2025,LEGACY_v1
6E5212,HYD,GOI,11/10/2025 06:45,11/10/2025 06:45,OK,0,VT-A052,HYD-GOI,OCT-2025,LEGACY_v1
6E1267,PNQ,HYD,11/10/2025 06:15,N/A,CXL,,VT-D013,PNQ-HYD,OCT-2025,LEGACY_v1
6E5765,ATQ,VNS,11/10/2025 18:45,11/10/2025 18:45,OK,0,VT-E020,ATQ-VNS,OCT-2025,LEGACY_v1
6E5967,SXR,CCU,11/10/2025 08:30,N/A,CXL,,VT-B020,SXR-CCU,OCT-2025,LEGACY_v1
6E1839,ATQ,BLR,11/10/2025 07:00,11/10/2025 07:00,OK,0,VT-B052,ATQ-BLR,OCT-2025,LEGACY_v1
6E1656,AMD,IXB,11/10/2025 06:15,11/10/2025 08:14,DLY,119,VT-A018,AMD-IXB,OCT-2025,LEGACY_v1
6E4803,SXR,VNS,11/10/2025 18:30,11/10/2025 18:30,OK,0,VT-A020,SXR-VNS,OCT-2025,LEGACY_v1
6E3458,CCU,COK,11/10/2025 13:45,11/10/2025 13:45,OK,0,VT-D001,CCU-COK,OCT-2025,LEGACY_v1
6E3843,ATQ,BLR,11/10/2025 11:15,11/10/2025 11:15,OK,0,VT-A060,ATQ-BLR,OCT-2025,LEGACY_v1
6E3950,HYD,LKO,11/10/2025 03:30,N/A,CXL,,VT-C042,HYD-LKO,OCT-2025,LEGACY_v1
6E6730,IXB,COK,11/10/2025 22:45,11/10/2025 22:45,OK,0,VT-C054,IXB-COK,OCT-2025,LEGACY_v1
6E6804,GAU,AMD,11/10/2025 16:15,11/10/2025 16:15,OK,0,VT-B024,GAU-AMD,OCT-2025,LEGACY_v1
6E8825,BLR,GOI,11/10/2025 16:45,11/10/2025 16:45,OK,0,VT-B029,BLR-GOI,OCT-2025,LEGACY_v1
6E6252,HYD,SXR,11/10/2025 08:45,11/10/2025 11:02,DLY,137,VT-D036,HYD-SXR,OCT-2025,LEGACY_v1
6E4124,JAI,HYD,11/10/2025 10:45,N/A,CXL,,VT-D032,JAI-HYD,OCT-2025,LEGACY_v1
6E4170,LKO,DEL,11/10/2025 02:30,11/10/2025 02:30,OK,0,VT-A046,LKO-DEL,OCT-2025,LEGACY_v1
6E686,LKO,MAA,11/10/2025 01:30,11/10/2025 01:30,OK,0,VT-B052,LKO-MAA,OCT-2025,LEGACY_v1
6E5553,GOI,PNQ,11/10/2025 21:45,11/10/2025 22:24,DLY,39,VT-C018,GOI-PNQ,OCT-2025,LEGACY_v1
6E5167,DEL,MAA,11/10/2025 19:15,11/10/2025 22:07,DLY,172,VT-B055,DEL-MAA,OCT-2025,LEGACY_v1
6E9463,HYD,IXC,11/10/2025 08:30,11/10/2025 08:30,OK,0,VT-C011,HYD-IXC,OCT-2025,LEGACY_v1
6E5382,BOM,COK,11/10/2025 22:15,11/10/2025 22:15,OK,0,VT-A008,BOM-COK,OCT-2025,LEGACY_v1
6E2745,GAU,GOI,11/10/2025 11:30,N/A,DIV,,VT-B012,GAU-GOI,OCT-2025,LEGACY_v1
6E4869,LKO,DEL,11/10/2025 18:30,N/A,DIV,,VT-A027,LKO-DEL,OCT-2025,LEGACY_v1
6E4638,MAA,GAU,11/10/2025 05:00,N/A,CXL,,VT-D014,MAA-GAU,OCT-2025,LEGACY_v1
6E8906,BHO,VNS,11/10/2025 01:30,11/10/2025 01:30,OK,0,VT-A021,BHO-VNS,OCT-2025,LEGACY_v1
6E3241,COK,VNS,11/10/2025 08:45,11/10/2025 08:45,OK,0,VT-A013,COK-VNS,OCT-2025,LEGACY_v1
6E6064,MAA,GOI,11/10/2025 20:15,11/10/2025 20:15,OK,0,VT-A048,MAA-GOI,OCT-2025,LEGACY_v1
6E7930,BHO,JAI,11/10/2025 04:15,11/10/2025 04:15,OK,0,VT-E054,BHO-JAI,OCT-2025,LEGACY_v1
6E6900,CCU,SXR,11/10/2025 15:45,N/A,CXL,,VT-C039,CCU-SXR,OCT-2025,LEGACY_v1
6E7843,JAI,BHO,11/10/2025 20:15,N/A,DIV,,VT-C025,JAI-BHO,OCT-2025,LEGACY_v1
6E7883,SXR,BLR,11/10/2025 22:30,11/10/2025 22:30,OK,0,VT-C003,SXR-BLR,OCT-2025,LEGACY_v1
6E3673,GAU,CCU,11/10/2025 11:00,11/10/2025 11:54,DLY,54,VT-E054,GAU-CCU,OCT-2025,LEGACY_v1
6E5578,DEL,SXR,12/10/2025 16:15,12/10/2025 16:15,OK,0,VT-A021,DEL-SXR,OCT-2025,LEGACY_v1
6E4104,ATQ,PNQ,12/10/2025 10:45,12/10/2025 12:30,DLY,105,VT-B011,ATQ-PNQ,OCT-2025,LEGACY_v1
6E8106,IXC,LKO,12/10/2025 17:15,N/A,CXL,,VT-D027,IXC-LKO,OCT-2025,LEGACY_v1
6E111,VNS,SXR,12/10/2025 01:15,12/10/2025 01:15,OK,0,VT-D014,VNS-SXR,OCT-2025,LEGACY_v1
6E3665,BHO,AMD,12/10/2025 08:30,12/10/2025 08:30,OK,0,VT-A043,BHO-AMD,OCT-2025,LEGACY_v1
6E7043,DEL,BLR,12/10/2025 14:45,N/A,DIV,,VT-C043,DEL-BLR,OCT-2025,LEGACY_v1
6E7597,CCU,BLR,12/10/2025 17:45,12/10/2025 17:45,OK,0,VT-C002,CCU-BLR,OCT-2025,LEGACY_v1
6E8603,PNQ,DEL,12/10/2025 15:45,12/10/2025 15:45,OK,0,VT-B029,PNQ-DEL,OCT-2025,LEGACY_v1
6E4391,PNQ,IXC,12/10/2025 00:30,12/10/2025 00:30,OK,0,VT-A003,PNQ-IXC,OCT-2025,LEGACY_v1
6E9378,JAI,BHO,12/10/2025 10:00,12/10/2025 10:00,OK,0,VT-B004,JAI-BHO,OCT-2025,LEGACY_v1
6E5665,COK,VNS,12/10/2025 11:15,12/10/2025 11:15,OK,0,VT-A044,COK-VNS,OCT-2025,LEGACY_v1
6E6030,GOI,IXB,12/10/2025 13:15,12/10/2025 13:15,OK,0,VT-D056,GOI-IXB,OCT-2025,LEGACY_v1
6E2255,CCU,BHO,12/10/2025 03:15,12/10/2025 03:15,OK,0,VT-B006,CCU-BHO,OCT-2025,LEGACY_v1
6E4233,JAI,BLR,12/10/2025 16:00,12/10/2025 16:00,OK,0,VT-A022,JAI-BLR,OCT-2025,LEGACY_v1
6E8418,AMD,IXB,12/10/2025 14:45,12/10/2025 14:45,OK,0,VT-E038,AMD-IXB,OCT-2025,LEGACY_v1
6E940,VNS,GOI,12/10/2025 23:15,13/10/2025 00:28,DLY,73,VT-D059,VNS-GOI,OCT-2025,LEGACY_v1
6E3473,PAT,GAU,12/10/2025 08:15,N/A,DIV,,VT-E043,PAT-GAU,OCT-2025,LEGACY_v1
6E7318,GAU,BOM,12/10/2025 02:00,12/10/2025 02:00,OK,0,VT-E052,GAU-BOM,OCT-2025,LEGACY_v1
6E5286,GAU,PAT,12/10/2025 22:30,N/A,CXL,,VT-B028,GAU-PAT,OCT-2025,LEGACY_v1
6E5108,SXR,LKO,12/10/2025 08:15,12/10/2025 11:14,DLY,179,VT-E050,SXR-LKO,OCT-2025,LEGACY_v1
6E8829,BOM,BHO,12/10/2025 05:15,12/10/2025 05:15,OK,0,VT-C055,BOM-BHO,OCT-2025,LEGACY_v1
6E9860,SXR,MAA,12/10/2025 02:15,12/10/2025 02:15,OK,0,VT-B033,SXR-MAA,OCT-2025,LEGACY_v1
6E6381,GOI,COK,12/10/2025 14:30,12/10/2025 14:30,OK,0,VT-A048,GOI-COK,OCT-2025,LEGACY_v1
6E990,HYD,AMD,12/10/2025 03:30,12/10/2025 03:30,OK,0,VT-D013,HYD-AMD,OCT-2025,LEGACY_v1
6E3640,SXR,IXC,12/10/2025 22:45,12/10/2025 22:45,OK,0,VT-B026,SXR-IXC,OCT-2025,LEGACY_v1
6E613,VNS,COK,12/10/2025 07:45,12/10/2025 08:20,DLY,35,VT-D041,VNS-COK,OCT-2025,LEGACY_v1
6E7497,BHO,DEL,12/10/2025 00:30,12/10/2025 00:30,OK,0,VT-A056,BHO-DEL,OCT-2025,LEGACY_v1
6E4678,PAT,COK,12/10/2025 04:30,12/10/2025 04:30,OK,0,VT-B009,PAT-COK,OCT-2025,LEGACY_v1
6E3216,ATQ,JAI,12/10/2025 15:15,12/10/2025 15:15,OK,0,VT-C036,ATQ-JAI,OCT-2025,LEGACY_v1
6E9385,ATQ,LKO,12/10/2025 07:45,N/A,CXL,,VT-E004,ATQ-LKO,OCT-2025,LEGACY_v1
6E2434,BHO,PNQ,12/10/2025 18:15,12/10/2025 18:15,OK,0,VT-A001,BHO-PNQ,OCT-2025,LEGACY_v1
6E3195,BLR,CCU,12/10/2025 12:30,12/10/2025 15:01,DLY,151,VT-A005,BLR-CCU,OCT-2025,LEGACY_v1
6E5440,COK,PAT,12/10/2025 06:45,12/10/2025 07:34,DLY,49,VT-C020,COK-PAT,OCT-2025,LEGACY_v1
6E7862,ATQ,BOM,12/10/2025 22:15,N/A,DIV,,VT-E046,ATQ-BOM,OCT-2025,LEGACY_v1
6E1607,MAA,IXC,12/10/2025 19:45,12/10/2025 19:45,OK,0,VT-D030,MAA-IXC,OCT-2025,LEGACY_v1
6E1476,PNQ,BLR,12/10/2025 07:45,12/10/2025 07:45,OK,0,VT-B021,PNQ-BLR,OCT-2025,LEGACY_v1
6E7271,BOM,SXR,12/10/2025 17:00,12/10/2025 17:00,OK,0,VT-A043,BOM-SXR,OCT-2025,LEGACY_v1
6E7732,HYD,IXC,12/10/2025 10:00,12/10/2025 10:00,OK,0,VT-B057,HYD-IXC,OCT-2025,LEGACY_v1
6E3426,AMD,JAI,12/10/2025 21:30,N/A,CXL,,VT-D023,AMD-JAI,OCT-2025,LEGACY_v1
6E4486,PNQ,LKO,12/10/2025 16:00,12/10/2025 16:00,OK,0,VT-D020,PNQ-LKO,OCT-2025,LEGACY_v1
6E8156,BHO,PNQ,12/10/2025 20:30,12/10/2025 20:30,OK,0,VT-A008,BHO-PNQ,OCT-2025,LEGACY_v1
6E5831,BLR,ATQ,12/10/2025 11:00,N/A,CXL,,VT-C003,BLR-ATQ,OCT-2025,LEGACY_v1
6E2041,JAI,BLR,12/10/2025 21:30,12/10/2025 21:30,OK,0,VT-E045,JAI-BLR,OCT-2025,LEGACY_v1
6E3791,BOM,LKO,12/10/2025 13:30,N/A,CXL,,VT-E011,BOM-LKO,OCT-2025,LEGACY_v1
6E1189,PAT,SXR,12/10/2025 00:45,12/10/2025 00:45,OK,0,VT-A046,PAT-SXR,OCT-2025,LEGACY_v1
6E3330,LKO,VNS,12/10/2025 03:30,12/10/2025 03:30,OK,0,VT-C006,LKO-VNS,OCT-2025,LEGACY_v1
6E1908,HYD,MAA,12/10/2025 00:45,12/10/2025 00:45,OK,0,VT-E045,HYD-MAA,OCT-2025,LEGACY_v1
6E3233,LKO,AMD,12/10/2025 04:45,12/10/2025 04:45,OK,0,VT-C010,LKO-AMD,OCT-2025,LEGACY_v1
6E2291,SXR,BOM,13/10/2025 04:15,13/10/2025 04:15,OK,0,VT-E037,SXR-BOM,OCT-2025,LEGACY_v1
6E5296,PNQ,IXB,13/10/2025 21:00,13/10/2025 21:00,OK,0,VT-B043,PNQ-IXB,OCT-2025,LEGACY_v1
6E5655,GAU,VNS,13/10/2025 15:45,13/10/2025 15:45,OK,0,VT-C057,GAU-VNS,OCT-2025,LEGACY_v1
6E3932,MAA,LKO,13/10/2025 13:45,13/10/2025 13:45,OK,0,VT-A020,MAA-LKO,OCT-2025,LEGACY_v1
6E7388,PNQ,PAT,13/10/2025 17:30,N/A,DIV,,VT-A023,PNQ-PAT,OCT-2025,LEGACY_v1
6E2595,AMD,JAI,13/10/2025 03:00,13/10/2025 03:00,OK,0,VT-D006,AMD-JAI,OCT-2025,LEGACY_v1
6E3625,JAI,BHO,13/10/2025 12:00,13/10/2025 12:00,OK,0,VT-C052,JAI-BHO,OCT-2025,LEGACY_v1
6E331,IXC,DEL,13/10/2025 18:00,13/10/2025 18:00,OK,0,VT-C011,IXC-DEL,OCT-2025,LEGACY_v1
6E5427,HYD,GAU,13/10/2025 08:15,13/10/2025 08:15,OK,0,VT-E010,HYD-GAU,OCT-2025,LEGACY_v1
6E2438,MAA,COK,13/10/2025 06:45,N/A,CXL,,VT-C026,MAA-COK,OCT-2025,LEGACY_v1
6E3462,MAA,BHO,13/10/2025 05:00,13/10/2025 05:00,OK,0,VT-B053,MAA-BHO,OCT-2025,LEGACY_v1
6E9973,COK,SXR,13/10/2025 10:00,13/10/2025 10:00,OK,0,VT-E008,COK-SXR,OCT-2025,LEGACY_v1
6E6734,ATQ,VNS,13/10/2025 18:45,13/10/2025 18:45,OK,0,VT-C037,ATQ-VNS,OCT-2025,LEGACY_v1
6E4786,DEL,CCU,13/10/2025 16:15,13/10/2025 16:15,OK,0,VT-A010,DEL-CCU,OCT-2025,LEGACY_v1
6E2541,PNQ,DEL,13/10/2025 05:45,13/10/2025 07:08,DLY,83,VT-D038,PNQ-DEL,OCT-2025,LEGACY_v1
6E1405,MAA,ATQ,13/10/2025 09:15,13/10/2025 09:15,OK,0,VT-A005,MAA-ATQ,OCT-2025,LEGACY_v1
6E2370,IXC,GAU,13/10/2025 16:45,13/10/2025 16:45,OK,0,VT-C013,IXC-GAU,OCT-2025,LEGACY_v1
6E2166,CCU,IXC,13/10/2025 16:15,N/A,CXL,,VT-B041,CCU-IXC,OCT-2025,LEGACY_v1
6E7516,BLR,LKO,13/10/2025 17:30,13/10/2025 17:30,OK,0,VT-E014,BLR-LKO,OCT-2025,LEGACY_v1
6E8171,PAT,PNQ,13/10/2025 16:00,13/10/2025 16:00,OK,0,VT-B024,PAT-PNQ,OCT-2025,LEGACY_v1
6E9121,IXC,ATQ,13/10/2025 00:15,13/10/2025 00:15,OK,0,VT-C039,IXC-ATQ,OCT-2025,LEGACY_v1
6E3477,GOI,GAU,13/10/2025 06:30,N/A,DIV,,VT-B051,GOI-GAU,OCT-2025,LEGACY_v1
6E1639,ATQ,JAI,13/10/2025 00:00,13/10/2025 00:00,OK,0,VT-C056,ATQ-JAI,OCT-2025,LEGACY_v1
6E5042,VNS,COK,13/10/2025 21:00,13/10/2025 21:00,OK,0,VT-A037,VNS-COK,OCT-2025,LEGACY_v1
6E579,AMD,BOM,13/10/2025 23:00,13/10/2025 23:00,OK,0,VT-C018,AMD-BOM,OCT-2025,LEGACY_v1
6E4116,IXC,COK,13/10/2025 07:00,13/10/2025 07:00,OK,0,VT-B049,IXC-COK,OCT-2025,LEGACY_v1
6E8049,CCU,DEL,13/10/2025 00:45,N/A,CXL,,VT-D033,CCU-DEL,OCT-2025,LEGACY_v1
